Fecha procesado,2026-04-15 16:51:47
Fecha y Hora,2026-04-15 15:19:13
Medidor,VGM_GAUSSMETER
Firmware,AL-PRG-0VGM-01 4.01
Muestras por punto,5
T estabilizacion (s),2.5
Velocidad (mm/min),1000
Sigma (automatico),1.0
Archivo origen,Measurement_Parallelepiped_150x150x150_15.csv

X,Y,Z,Time (s),x axis (gauss),y axis (gauss),z axis (gauss),Magnitude (gauss)
60.0,-75.0,-45.0,0.75,-30.046236266569103,469.64914217262884,-10.966750633696424,470.7291421726289
75.0,-75.0,-45.0,0.75,-30.576468212888976,470.07059536133295,-6.6935822615986025,471.110595361333
75.0,-60.0,-45.0,0.75,-29.663531787111026,467.9451159731599,-12.417769978130433,469.0451159731599
60.0,-60.0,-45.0,0.75,-29.63696262524689,467.85592332604335,-13.51,468.9859233260434
45.0,-60.0,-45.0,0.75,-30.170494412357915,467.9900504744875,-13.757557986579966,469.16005047448755
30.0,-60.0,-45.0,0.75,-31.049999999999994,468.13298690026545,-13.89,469.3629869002655
15.0,-60.0,-45.0,0.75,-32.004571086314435,468.24542891368554,-14.014026199468942,469.5454289136855
0.0,-60.0,-45.0,0.75,-32.84651868737655,468.120262466038,-14.038960700796583,469.4802624660381
-15.0,-60.0,-45.0,0.75,-33.523531787111025,467.7673260402601,-13.982129072894407,469.1673260402601
-30.0,-60.0,-45.0,0.75,-34.2105448868455,467.2345710863144,-13.86272443422748,468.68457108631446
-45.0,-60.0,-45.0,0.75,-34.77163466053649,466.6415841860488,-13.887557986579967,468.1321290728944
-60.0,-60.0,-45.0,0.75,-34.99701309973447,466.13896070079653,-13.862986900265525,467.6489607007965
-75.0,-60.0,-45.0,0.75,-34.42,465.7900504744876,-13.26701309973447,467.24005047448753
-75.0,-45.0,-45.0,0.75,-34.194076673956516,465.18217954738185,-14.357820452618009,466.6521795473818
-60.0,-45.0,-45.0,0.75,-34.43,465.67999999999995,-14.391039299203412,467.1699999999999
-45.0,-45.0,-45.0,0.75,-34.20656916186413,466.3815841860488,-14.309455113154502,467.8515841860488
-30.0,-45.0,-45.0,0.75,-33.73103929920342,466.98457108631436,-14.367376514747674,468.4145710863145
-15.0,-45.0,-45.0,0.75,-33.20896070079659,467.46298690026543,-14.565973800531056,468.8629869002654
0.0,-45.0,-45.0,0.75,-32.635923326043475,467.67135223972906,-14.62564090523603,469.03135223972896
15.0,-45.0,-45.0,0.75,-31.999455113154504,467.739505587642,-14.55402619946894,469.04950558764205
30.0,-45.0,-45.0,0.75,-31.215872851555897,467.531089773691,-14.435166447647513,468.791089773691
45.0,-45.0,-45.0,0.75,-30.471897126574532,467.2405448868455,-14.445378439197981,468.4505448868455
60.0,-45.0,-45.0,0.75,-29.7394551131545,466.75999999999993,-14.412724434227481,467.92
75.0,-45.0,-45.0,0.75,-29.46597380053106,466.3759738005311,-14.339999999999998,467.5189607007965
75.0,-30.0,-45.0,0.75,-29.935923326043476,465.71891022630905,-15.282442013420031,466.9283653394635
60.0,-30.0,-45.0,0.75,-30.268153347913042,466.3534813126234,-15.11244201342003,467.5734813126233
45.0,-30.0,-45.0,0.75,-30.92701309973447,466.85,-15.060544886845495,468.11
30.0,-30.0,-45.0,0.75,-31.583481312623437,467.1840766739565,-15.109455113154501,468.4905448868455
15.0,-30.0,-45.0,0.75,-32.16293642577795,467.4764177384014,-15.15651868737655,468.8228859512904
0.0,-30.0,-45.0,0.75,-32.574621560802015,467.43,-15.133531787111023,468.80000000000007
-15.0,-30.0,-45.0,0.75,-32.94859728578337,467.2054289136856,-15.050908301858698,468.60542891368544
-30.0,-30.0,-45.0,0.75,-33.30706357422205,466.8895055876421,-14.85407667395652,468.3095055876421
-45.0,-30.0,-45.0,0.75,-33.58945511315451,466.3975579865799,-14.73407667395652,467.8305448868455
-60.0,-30.0,-45.0,0.75,-33.89103929920341,465.7780523989379,-14.73,467.23805239893784
-75.0,-30.0,-45.0,0.75,-33.769999999999996,465.20457108631444,-14.745973800531058,466.6545710863144
-75.0,-15.0,-45.0,0.75,-33.06054488684549,465.1978709271056,-15.088910226309007,466.6078709271056
-60.0,-15.0,-45.0,0.75,-33.08597380053106,465.9073765147477,-15.153531787111021,467.3203634150131
-45.0,-15.0,-45.0,0.75,-32.957608461067544,466.5308073528835,-15.265923326043476,467.94080735288355
-30.0,-15.0,-45.0,0.75,-32.790544886845495,466.89940463866685,-15.459455113154503,468.2994046386669
-15.0,-15.0,-45.0,0.75,-32.62402619946894,467.20999999999987,-15.68,468.6070130997345
0.0,-15.0,-45.0,0.75,-32.391846652086954,467.29483355235243,-15.810544886845495,468.67483355235254
15.0,-15.0,-45.0,0.75,-32.1442381910194,467.29914217262893,-15.87163466053649,468.6691421726288
30.0,-15.0,-45.0,0.75,-31.71407667395652,467.11511597315996,-15.875660860005432,468.4551159731598
45.0,-15.0,-45.0,0.75,-31.23407667395652,466.68376373343085,-15.859455113154501,467.9937637334309
60.0,-15.0,-45.0,0.75,-30.797608461067544,466.1399495255124,-15.919999999999996,467.41994952551244
75.0,-15.0,-45.0,0.75,-30.462442013420034,465.46864776027087,-16.07,466.7386477602709
75.0,0.0,-45.0,0.75,-31.190544886845498,465.4359233260435,-16.77,466.77592332604337
60.0,0.0,-45.0,0.75,-31.51272443422748,466.14272443422743,-16.630544886845495,467.49381420791843
45.0,0.0,-45.0,0.75,-31.79108977369099,466.76234106444474,-16.540544886845495,468.1323410644448
30.0,0.0,-45.0,0.75,-32.02646821288898,467.0795055876421,-16.473481312623445,468.45950558764207
15.0,0.0,-45.0,0.75,-32.30348131262345,467.2661552723634,-16.432492487907613,468.66615527236326
0.0,0.0,-45.0,0.75,-32.42462156080202,467.2799999999999,-16.363531787111025,468.68054488684544
-15.0,0.0,-45.0,0.75,-32.48973753396194,467.19968705947423,-16.132673959739904,468.5996870594744
-30.0,0.0,-45.0,0.75,-32.608910226309,466.99054488684544,-15.95,468.39054488684553
-45.0,0.0,-45.0,0.75,-32.498698234758535,466.64075687839596,-15.770776833165362,468.03130176524144
-60.0,0.0,-45.0,0.75,-32.49885975182142,466.06135223972893,-15.530544886845494,467.44782045261786
-75.0,0.0,-45.0,0.75,-32.33407667395652,465.32407667395654,-15.31701309973447,466.6940766739565
-75.0,15.0,-45.0,0.75,-31.618910226309,465.6945206118269,-15.520544886845494,467.0239757249814
-60.0,15.0,-45.0,0.75,-31.830807352883543,466.37542891368554,-15.849455113154502,467.7254289136855
-45.0,15.0,-45.0,0.75,-32.05706357422204,466.8832493663036,-16.100544886845494,468.2532493663035
-30.0,15.0,-45.0,0.75,-32.29592332604347,467.22999999999996,-16.328910226309002,468.61999999999995
-15.0,15.0,-45.0,0.75,-32.30194760106211,467.4420785984067,-16.53701309973447,468.8420785984068
0.0,15.0,-45.0,0.75,-32.3194551131545,467.46407667395647,-16.655973800531054,468.8740766739565
15.0,15.0,-45.0,0.75,-32.40244201342003,467.34566086000547,-16.7894551131545,468.76566086000537
30.0,15.0,-45.0,0.75,-32.31994952551241,467.16945511315447,-16.962442013420034,468.5894551131545
45.0,15.0,-45.0,0.75,-32.24054488684549,466.81732604026,-16.969999999999995,468.2278709271055
60.0,15.0,-45.0,0.75,-32.14163466053649,466.3158728515558,-17.0394551131545,467.72587285155583
75.0,15.0,-45.0,0.75,-31.946518687376546,465.589505587642,-17.109455113154503,466.98950558764204
75.0,30.0,-45.0,0.75,-32.57646821288897,465.7293440705792,-17.78080735288354,467.1993440705792
60.0,30.0,-45.0,0.75,-32.73810287342546,466.38244201342,-17.715973800531057,467.86244201342
45.0,30.0,-45.0,0.75,-32.74646821288898,466.90841581395114,-17.63298690026553,468.37841581395105
30.0,30.0,-45.0,0.75,-32.64348131262344,467.4042886655069,-17.450544886845496,468.86428866550693
15.0,30.0,-45.0,0.75,-32.498365339463504,467.6667506336963,-17.232986900265526,469.10675063369644
0.0,30.0,-45.0,0.75,-32.37701309973447,467.7829869002654,-17.069999999999997,469.20298690026556
-15.0,30.0,-45.0,0.75,-32.147013099734465,467.7029869002655,-16.96,469.10999999999996
-30.0,30.0,-45.0,0.75,-31.886468212888975,467.53511597315986,-16.762179547381987,468.9151159731598
-45.0,30.0,-45.0,0.75,-31.484853507121883,467.2040766739564,-16.597013099734472,468.5540766739564
-60.0,30.0,-45.0,0.75,-31.124026199468933,466.72782045261795,-16.23973753396195,468.0383653394635
-75.0,30.0,-45.0,0.75,-30.802179547381986,466.1792736413222,-15.885115973159934,467.45927364132217
-75.0,45.0,-45.0,0.75,-30.235973800531053,466.93205864363733,-16.358102873425462,468.1920586436373
-60.0,45.0,-45.0,0.75,-30.537557986579962,467.4053784391979,-16.750312940525625,468.69537843919795
-45.0,45.0,-45.0,0.75,-31.112936425777953,467.8308578273711,-17.118910226309005,469.17085782737104
-30.0,45.0,-45.0,0.75,-31.671897126574535,468.1061552723633,-17.32561038551785,469.4931683720978
-15.0,45.0,-45.0,0.75,-32.07646821288897,468.2543391399945,-17.431089773690992,469.6743391399946
0.0,45.0,-45.0,0.75,-32.41298690026552,468.21571133449294,-17.672159592612584,469.665711334493
15.0,45.0,-45.0,0.75,-32.77696262524689,468.1065186873766,-17.919999999999998,469.58651868737655
30.0,45.0,-45.0,0.75,-33.01244201342003,467.7816346605364,-18.152391538932452,469.29163466053643
45.0,45.0,-45.0,0.75,-33.28641773840139,467.291947601062,-18.362442013420033,468.831947601062
60.0,45.0,-45.0,0.75,-33.37618579208152,466.66272443422736,-18.448365339463507,468.2127244342274
75.0,45.0,-45.0,0.75,-33.16,466.02298690026544,-18.42701309973447,467.5629869002655
75.0,60.0,-45.0,0.75,-33.78298690026553,466.52675063369645,-19.10244201342003,468.1367506336963
60.0,60.0,-45.0,0.75,-34.10407667395652,467.1129364257779,-19.04457108631444,468.7429364257779
45.0,60.0,-45.0,0.75,-33.938910226309,467.7305448868455,-18.992986900265524,469.3405448868454
30.0,60.0,-45.0,0.75,-33.51272443422748,468.2154289136855,-18.78701309973447,469.7854289136855
15.0,60.0,-45.0,0.75,-33.14994952551241,468.61914217262887,-18.557608461067545,470.14914217262884
0.0,60.0,-45.0,0.75,-32.6894551131545,468.8176084610675,-18.373531787111023,470.30760846106745
-15.0,60.0,-45.0,0.75,-32.15,468.86701309973444,-18.22,470.31701309973437
-30.0,60.0,-45.0,0.75,-31.553481312623443,468.70542891368547,-18.0494551131545,470.10542891368544
-45.0,60.0,-45.0,0.75,-30.835711334493013,468.3896365849867,-17.820544886845497,469.73963658498667
-60.0,60.0,-45.0,0.75,-30.300000000000004,468.0729869002655,-17.519999999999996,469.37298690026546
-75.0,60.0,-45.0,0.75,-30.078859751821422,467.90353178711104,-17.43592332604348,469.1899999999999
-75.0,75.0,-45.0,0.75,-30.2294551131545,469.41805239893785,-19.378910226309007,470.78750751209236
-60.0,75.0,-45.0,0.75,-30.177013099734467,469.185973800531,-18.575973800531056,470.515973800531
-45.0,75.0,-45.0,0.75,-30.61706357422205,469.22135223972896,-18.644884026840067,470.581352239729
-30.0,75.0,-45.0,0.75,-31.361846652086953,469.34212907289435,-18.784571086314436,470.7615841860488
-15.0,75.0,-45.0,0.75,-32.12547938817314,469.52896070079663,-18.926518687376554,471.001947601062
0.0,75.0,-45.0,0.75,-32.809999999999995,469.51184665208694,-19.053531787111027,471.0418466520869
15.0,75.0,-45.0,0.75,-33.49577190258074,469.3670130997345,-19.24701309973447,470.9470130997344
30.0,75.0,-45.0,0.75,-34.09402619946894,468.97701309973445,-19.449999999999996,470.6140261994689
45.0,75.0,-45.0,0.75,-34.64363273608618,468.4505448868455,-19.64994952551242,470.1340766739565
60.0,75.0,-45.0,0.75,-34.772442013420026,467.83049441235784,-19.76244201342003,469.5304944123579
75.0,75.0,-45.0,0.75,-34.362986900265525,467.34321884658544,-20.19,469.03321884658544
75.0,75.0,-30.0,0.75,-35.17896070079658,465.9781028734255,-20.485115973159935,467.7481028734254
60.0,75.0,-30.0,0.75,-34.98054488684549,467.03673067892703,-20.0694551131545,468.766730678927
45.0,75.0,-30.0,0.75,-34.62810287342546,467.77184665208694,-19.744076673956517,469.4618466520869
30.0,75.0,-30.0,0.75,-34.08826439048835,468.3372755657724,-19.48402619946894,469.9737437786615
15.0,75.0,-30.0,0.75,-33.370827307652945,468.7349345013276,-19.23407667395652,470.3054793881731
0.0,75.0,-30.0,0.75,-32.69810287342546,468.93820382240057,-19.0294551131545,470.45820382240066
-15.0,75.0,-30.0,0.75,-31.969091698141295,468.87701309973437,-18.847013099734475,470.3370130997344
-30.0,75.0,-30.0,0.75,-31.291796177599377,468.5740766739564,-18.72,469.9840766739564
-45.0,75.0,-30.0,0.75,-30.47272443422748,468.2518971265745,-18.62402619946894,469.60891022630904
-60.0,75.0,-30.0,0.75,-29.779999999999998,467.7656409052359,-18.623531787111023,469.0756409052359
-75.0,75.0,-30.0,0.75,-28.793370270048133,466.99028242080743,-18.78,468.2502824208074
-75.0,60.0,-30.0,0.75,-29.67,466.6041776229317,-17.716518687376556,467.87417762293165
-60.0,60.0,-30.0,0.75,-30.321352239729034,467.17542891368555,-17.7794551131545,468.49488402684005
-45.0,60.0,-30.0,0.75,-30.86701309973447,467.6404944123579,-17.981897126574534,469.00049441235785
-30.0,60.0,-30.0,0.75,-31.52184665208695,468.00628674105667,-18.170544886845498,469.41628674105664
-15.0,60.0,-30.0,0.75,-32.10646821288898,468.2565186873765,-18.362442013420033,469.7065186873765
0.0,60.0,-30.0,0.75,-32.672391538932445,468.29950558764205,-18.569455113154504,469.79950558764205
15.0,60.0,-30.0,0.75,-33.1594551131545,468.1048335523525,-18.77,469.64483355235245
30.0,60.0,-30.0,0.75,-33.64483355235248,467.75547938817306,-18.99646821288897,469.3454793881731
45.0,60.0,-30.0,0.75,-33.99412714844409,467.23805239893784,-19.192986900265527,468.8610392992034
60.0,60.0,-30.0,0.75,-34.11381420791847,466.5972755657725,-19.41,468.237820452618
75.0,60.0,-30.0,0.75,-34.26103929920342,465.81592332604345,-19.735923326043476,467.4859233260434
75.0,45.0,-30.0,0.75,-33.27298690026552,465.5799999999999,-18.919999999999998,467.14701309973435
60.0,45.0,-30.0,0.75,-33.372391538932455,466.2321290728944,-18.683531787111026,467.7921290728944
45.0,45.0,-30.0,0.75,-33.20810287342546,466.8459233260434,-18.5094551131545,468.3859233260435
30.0,45.0,-30.0,0.75,-33.031947601062114,467.265973800531,-18.30298690026553,468.78597380053094
15.0,45.0,-30.0,0.75,-32.76417762293168,467.5779214015932,-18.112986900265525,469.0679214015932
0.0,45.0,-30.0,0.75,-32.424672035289596,467.7653784391979,-17.893531787111023,469.2253784391979
-15.0,45.0,-30.0,0.75,-32.042936425777945,467.71999999999997,-17.707557986579967,469.14701309973447
-30.0,45.0,-30.0,0.75,-31.60815334791304,467.5975579865799,-17.50701309973447,468.9875579865799
-45.0,45.0,-30.0,0.75,-31.102391538932455,467.1986477602709,-17.268910226309007,468.54864776027097
-60.0,45.0,-30.0,0.75,-30.577557986579965,466.67864776027096,-17.02706357422205,467.9886477602709
-75.0,45.0,-30.0,0.75,-30.11,466.14217954738194,-16.849999999999998,467.412179547382
-75.0,30.0,-30.0,0.75,-30.771089773690985,465.6140766739565,-16.218597285783382,466.9040766739564
-60.0,30.0,-30.0,0.75,-31.089949525512417,466.21706357422204,-16.45244201342003,467.5370635742221
-45.0,30.0,-30.0,0.75,-31.440494412357914,466.765640905236,-16.715973800531057,468.1156409052359
-30.0,30.0,-30.0,0.75,-31.845065498672348,467.15090830185864,-16.982986900265526,468.5409083018586
-15.0,30.0,-30.0,0.75,-32.05597380053105,467.3080523989378,-17.182986900265526,468.71805239893786
0.0,30.0,-30.0,0.75,-32.28407667395652,467.3051159731599,-17.39542891368556,468.7351159731599
15.0,30.0,-30.0,0.75,-32.5142381910194,467.13005047448746,-17.579455113154502,468.5865186873765
30.0,30.0,-30.0,0.75,-32.58701309973447,466.8961047978757,-17.747013099734467,468.3661047978756
45.0,30.0,-30.0,0.75,-32.62,466.551352239729,-17.90103929920341,468.0313522397289
60.0,30.0,-30.0,0.75,-32.647820452618014,465.89326932107286,-18.041089773690988,467.3827244342274
75.0,30.0,-30.0,0.75,-32.512986900265524,465.28298690026554,-18.229999999999997,466.7729869002655
75.0,15.0,-30.0,0.75,-31.897063574222056,465.03571133449304,-17.562986900265525,466.45571133449295
60.0,15.0,-30.0,0.75,-32.07760846106755,465.631685135024,-17.429455113154503,467.0522300218696
45.0,15.0,-30.0,0.75,-32.258960700796585,466.3218466520869,-17.301089773690993,467.7518466520869
30.0,15.0,-30.0,0.75,-32.343531787111026,466.68402619946886,-17.166518687376556,468.11402619946887
15.0,15.0,-30.0,0.75,-32.43836533946351,467.0061857920815,-17.020544886845496,468.43618579208146
0.0,15.0,-30.0,0.75,-32.44103929920341,467.05054488684556,-16.87701309973447,468.47755798657994
-15.0,15.0,-30.0,0.75,-32.3294551131545,466.9458122834682,-16.680544886845492,468.35581228346814
-30.0,15.0,-30.0,0.75,-32.32483355235247,466.8210392992034,-16.515923326043474,468.22103929920337
-45.0,15.0,-30.0,0.75,-32.05,466.3843391399946,-16.261089773690994,467.7643391399945
-60.0,15.0,-30.0,0.75,-31.854026199468937,465.86303737475305,-16.004076673956522,467.22303737475306
-75.0,15.0,-30.0,0.75,-31.56755798657996,465.1821595926126,-15.716468212888975,466.5121595926125
-75.0,0.0,-30.0,0.75,-32.26189712657454,464.8983653394634,-15.387557986579965,466.26836533946346
-60.0,0.0,-30.0,0.75,-32.397063574222045,465.60755798658,-15.736468212888974,466.9975579865799
-45.0,0.0,-30.0,0.75,-32.44782045261802,466.1746215608019,-15.959455113154503,467.5740766739565
-30.0,0.0,-30.0,0.75,-32.408859751821424,466.61537843919797,-16.169455113154502,468.01537843919795
-15.0,0.0,-30.0,0.75,-32.33353178711102,466.7227244342275,-16.34407667395652,468.12272443422745
0.0,0.0,-30.0,0.75,-32.22651868737655,466.87999999999994,-16.513531787111024,468.2799999999999
15.0,0.0,-30.0,0.75,-32.03005047448758,466.8145206118267,-16.635973800531055,468.20452061182687
30.0,0.0,-30.0,0.75,-31.824026199468943,466.5590916981413,-16.73,467.9390916981413
45.0,0.0,-30.0,0.75,-31.663531787111022,466.14135223972903,-16.83701309973447,467.511352239729
60.0,0.0,-30.0,0.75,-31.40049441235791,465.611089773691,-16.93244201342003,466.97108977369106
75.0,0.0,-30.0,0.75,-31.119455113154505,464.8767506336964,-17.02592332604348,466.2267506336963
75.0,-15.0,-30.0,0.75,-30.363481312623446,464.843794253149,-16.300544886845497,466.1137942531491
60.0,-15.0,-30.0,0.75,-30.77651868737655,465.5599999999999,-16.283481312623444,466.86
45.0,-15.0,-30.0,0.75,-31.215973800531057,466.10493450132753,-16.239999999999995,467.4249345013275
30.0,-15.0,-30.0,0.75,-31.71,466.4854289136855,-16.19108977369099,467.83542891368546
15.0,-15.0,-30.0,0.75,-32.0905448868455,466.76727556577254,-16.13407667395652,468.1408073528835
0.0,-15.0,-30.0,0.75,-32.359505587642076,466.81059536133307,-16.05402619946894,468.20059536133294
-15.0,-15.0,-30.0,0.75,-32.56272443422748,466.6951969673657,-15.906468212888974,468.09519696736555
-30.0,-15.0,-30.0,0.75,-32.84651868737655,466.4332998407911,-15.756468212888972,467.8532998407911
-45.0,-15.0,-30.0,0.75,-32.95402619946894,465.9940261994689,-15.56597380053106,467.4140261994689
-60.0,-15.0,-30.0,0.75,-33.046518687376555,465.4294551131546,-15.343531787111022,466.8494551131545
-75.0,-15.0,-30.0,0.75,-33.072179547381985,464.840524932076,-15.048102873425464,466.25106981892156
-75.0,-30.0,-30.0,0.75,-33.68,464.7303129405256,-14.586518687376554,466.1703129405256
-60.0,-30.0,-30.0,0.75,-33.65701309973446,465.3191926471165,-14.949999999999996,466.76919264711637
-45.0,-30.0,-30.0,0.75,-33.44049441235792,465.89483355235245,-15.142986900265528,467.33483355235245
-30.0,-30.0,-30.0,0.75,-33.181533711561336,466.3425730107647,-15.301584186048908,467.7665992102337
-15.0,-30.0,-30.0,0.75,-32.81298690026553,466.66623626656906,-15.43,468.06623626656904
0.0,-30.0,-30.0,0.75,-32.40353178711102,466.8537942531491,-15.522442013420033,468.233794253149
15.0,-30.0,-30.0,0.75,-31.838153347913035,466.8034813126234,-15.531634660536486,468.14348131262335
30.0,-30.0,-30.0,0.75,-31.284076673956513,466.6340261994689,-15.517557986579964,467.9340261994689
45.0,-30.0,-30.0,0.75,-30.668960700796585,466.30896070079655,-15.51,467.5689607007965
60.0,-30.0,-30.0,0.75,-30.02701309973447,465.7479214015931,-15.464026199468941,466.9679214015932
75.0,-30.0,-30.0,0.75,-29.519949525512416,464.8960242750186,-15.34651868737655,466.07602427501865
75.0,-45.0,-30.0,0.75,-28.61566086000543,465.17184665208686,-14.086256221338505,466.26184665208694
60.0,-45.0,-30.0,0.75,-29.449999999999992,465.9875579865799,-14.494076673956522,467.1375579865799
45.0,-45.0,-30.0,0.75,-30.23407667395652,466.6116346605364,-14.70701309973447,467.8127244342274
30.0,-45.0,-30.0,0.75,-31.099949525512418,466.95447013733923,-14.850544886845496,468.2209383502282
15.0,-45.0,-30.0,0.75,-31.85701309973447,467.09896070079645,-14.952986900265527,468.4189607007965
0.0,-45.0,-30.0,0.75,-32.56999999999999,467.1181028734255,-14.955923326043477,468.48810287342536
-15.0,-45.0,-30.0,0.75,-33.15163466053649,466.86646821288895,-14.890544886845495,468.276468212889
-30.0,-45.0,-30.0,0.75,-33.65054488684549,466.40706357422204,-14.769455113154503,467.847063574222
-45.0,-45.0,-30.0,0.75,-34.09592332604348,465.8838142079184,-14.639999999999999,467.35381420791845
-60.0,-45.0,-30.0,0.75,-34.40407667395652,465.2759233260433,-14.473481312623447,466.7659233260435
-75.0,-45.0,-30.0,0.75,-34.475378439197975,464.5807263586778,-14.029455113154503,466.06072635867775
-75.0,-60.0,-30.0,0.75,-35.369455113154494,464.22348131262333,-13.127013099734473,465.7529364257779
-60.0,-60.0,-30.0,0.75,-35.10994952551241,465.1802119915504,-13.75706357422205,466.7002119915505
-45.0,-60.0,-30.0,0.75,-34.65542891368556,465.96566086000536,-14.030595361333074,467.4556608600053
-30.0,-60.0,-30.0,0.75,-34.20298690026553,466.5989102263091,-14.209455113154505,468.058910226309
-15.0,-60.0,-30.0,0.75,-33.43950558764208,467.0832493663035,-14.287557986579966,468.4932493663036
0.0,-60.0,-30.0,0.75,-32.577013099734465,467.3910392992034,-14.302986900265529,468.74103929920335
15.0,-60.0,-30.0,0.75,-31.74651868737655,467.5841271484441,-14.227557986579965,468.874127148444
30.0,-60.0,-30.0,0.75,-30.730544886845493,467.383794253149,-14.042442013420027,468.59433913999453
45.0,-60.0,-30.0,0.75,-29.648647760270958,467.09244201342,-13.719999999999997,468.2324420134201
60.0,-60.0,-30.0,0.75,-28.64701309973447,466.43488402683994,-13.189949525512418,467.49488402684005
75.0,-60.0,-30.0,0.75,-27.238960700796586,465.4318466520869,-12.214621560802016,466.38184665208695
75.0,-75.0,-30.0,0.75,-25.0,464.8040261994689,-9.65,465.5740261994689
60.0,-75.0,-30.0,0.75,-27.65103929920341,466.63,-11.109455113154501,467.5770130997344
45.0,-75.0,-30.0,0.75,-29.234833552352487,467.5692736413221,-12.076468212888976,468.6292736413222
30.0,-75.0,-30.0,0.75,-30.589455113154504,468.05750751209234,-12.687557986579966,469.2239757249813
15.0,-75.0,-30.0,0.75,-31.807557986579962,468.1054793881731,-13.059455113154502,469.3654793881732
0.0,-75.0,-30.0,0.75,-32.946518687376546,467.83412714844405,-13.216468212888975,469.17412714844403
-15.0,-75.0,-30.0,0.75,-33.88755798657997,467.3765691618641,-13.18407667395652,468.78656916186407
-30.0,-75.0,-30.0,0.75,-34.8594551131545,466.7682038224006,-13.037013099734466,468.2482038224006
-45.0,-75.0,-30.0,0.75,-35.48108977369098,465.9659233260435,-12.723531787111025,467.4859233260434
-60.0,-75.0,-30.0,0.75,-36.14597380053106,464.81194760106206,-12.317013099734469,466.37194760106206
-75.0,-75.0,-30.0,0.75,-37.017557986579966,463.08927364132217,-11.65701309973447,464.70927364132217
-75.0,-75.0,-15.0,0.75,-36.44348131262345,463.01049441235784,-14.287275565772518,464.6599495255124
-60.0,-75.0,-15.0,0.75,-36.031089773690994,464.02732604026005,-13.807013099734469,465.62732604025996
-45.0,-75.0,-15.0,0.75,-35.54940463866693,464.9758728515559,-13.836468212888976,466.5358728515559
-30.0,-75.0,-15.0,0.75,-34.81,465.8405448868455,-13.919999999999998,467.34054488684546
-15.0,-75.0,-15.0,0.75,-33.82597380053105,466.59732604026004,-13.987013099734472,468.02732604026005
0.0,-75.0,-15.0,0.75,-32.72597380053106,467.03433913999453,-13.965973800531058,468.3843391399945
15.0,-75.0,-15.0,0.75,-31.42592332604347,467.22348131262333,-13.789999999999997,468.47348131262345
30.0,-75.0,-15.0,0.75,-30.038102873425462,467.0290916981413,-13.493481312623445,468.17963658498684
45.0,-75.0,-15.0,0.75,-28.531089773690987,466.5339757249813,-13.102442013420031,467.58397572498137
60.0,-75.0,-15.0,0.75,-27.0294551131545,465.6064177384013,-12.691089773690992,466.5564177384013
75.0,-75.0,-15.0,0.75,-25.602986900265524,464.498153347913,-12.658910226309008,465.36815334791305
75.0,-60.0,-15.0,0.75,-26.836468212888974,464.2394551131545,-13.623531787111023,465.20945511315455
60.0,-60.0,-15.0,0.75,-28.199999999999996,465.322774908715,-13.8994551131545,466.382774908715
45.0,-60.0,-15.0,0.75,-29.395973800531053,466.2580523989379,-14.234026199468941,467.3980523989378
30.0,-60.0,-15.0,0.75,-30.50244201342003,466.68467203528957,-14.496518687376552,467.9041271484441
15.0,-60.0,-15.0,0.75,-31.59353178711102,466.81353178711106,-14.669455113154502,468.10353178711097
0.0,-60.0,-15.0,0.75,-32.678910226309,466.78493450132765,-14.780494412357914,468.1549345013276
-15.0,-60.0,-15.0,0.75,-33.44701309973447,466.548415813951,-14.755923326043478,467.97488402684
-30.0,-60.0,-15.0,0.75,-34.21755798657996,465.88597380053096,-14.684571086314438,467.365973800531
-45.0,-60.0,-15.0,0.75,-34.79,465.2699999999999,-14.532986900265527,466.78999999999996
-60.0,-60.0,-15.0,0.75,-35.281089773690994,464.444621560802,-14.362986900265525,465.9951664476474
-75.0,-60.0,-15.0,0.75,-35.5794551131545,463.55272443422734,-14.27701309973447,465.13272443422744
-75.0,-45.0,-15.0,0.75,-34.75592332604347,463.99701309973443,-14.611897126574535,465.5170130997344
-60.0,-45.0,-15.0,0.75,-34.48537843919798,464.6834308381358,-14.859455113154503,466.19343083813584
-45.0,-45.0,-15.0,0.75,-34.13641773840139,465.30869823475854,-15.070544886845495,466.7986982347585
-30.0,-45.0,-15.0,0.75,-33.66891022630901,465.89098882471586,-15.23,467.3509888247158
-15.0,-45.0,-15.0,0.75,-33.05298690026552,466.241089773691,-15.3194551131545,467.6610897736909
0.0,-45.0,-15.0,0.75,-32.46592332604348,466.48615527236336,-15.372986900265529,467.8656103855178
15.0,-45.0,-15.0,0.75,-31.605973800531057,466.5689607007964,-15.35402619946894,467.8889607007965
30.0,-45.0,-15.0,0.75,-30.830050474487575,466.36049441235787,-15.306468212888973,467.6204944123578
45.0,-45.0,-15.0,0.75,-29.97810287342546,465.8816346605364,-15.18108977369099,467.08864776027093
60.0,-45.0,-15.0,0.75,-29.077507512092385,465.12810287342535,-15.00244201342003,466.2745710863144
75.0,-45.0,-15.0,0.75,-28.124076673956523,464.12326932107294,-14.819455113154504,465.2032693210729
75.0,-30.0,-15.0,0.75,-29.289999999999996,464.137063574222,-15.80407667395652,465.32706357422194
60.0,-30.0,-15.0,0.9999999999999998,-29.9794551131545,465.09488402684,-15.84646821288897,466.32488402684
45.0,-30.0,-15.0,0.75,-30.617013099734468,465.6640261994689,-15.879999999999999,466.9340261994689
