X (mm),Y (mm),RingNumber,Angle (deg)
270.55120516760394,49.265052342985136,2.0,357.2998352050781
273.01978470639693,32.942330805100546,2.0,105.13470458984375
274.5044997757406,16.500897032295686,2.0,358.3499755859375
275.0,3.3677786976552216e-14,2.0,90.0465316772461
274.5044997757406,-16.50089703229562,2.0,359.7867431640625
273.01978470639693,-32.9423308051006,2.0,41.74590301513672
270.551205167604,-49.265052342985065,2.0,316.4977722167969
258.9367428711333,-92.61081573600684,2.0,329.3973388671875
252.91323469404819,-107.98099701611066,2.0,335.8099670410156
245.97831877507898,-122.96205387267095,2.0,3.726001262664795
238.15698604072062,-137.50000000000003,2.0,0.3318498134613037
229.47742174278324,-151.54244590306962,2.0,277.79095458984375
219.97090388894762,-165.03878769028623,2.0,176.18617248535156
209.67169052814822,-177.9403894315971,2.0,283.123291015625
177.94038943159717,-209.67169052814816,2.0,249.2045135498047
165.03878769028628,-219.9709038889476,2.0,197.5514678955078
151.54244590306968,-229.4774217427832,2.0,184.5621337890625
137.5000000000001,-238.1569860407206,2.0,155.81503295898438
122.96205387267091,-245.978318775079,2.0,136.40557861328125
107.98099701611063,-252.9132346940482,2.0,133.19020080566406
92.61081573600681,-258.9367428711333,2.0,153.3540496826172
49.26505234298503,-270.551205167604,2.0,114.94427490234375
32.94233080510057,-273.01978470639693,2.0,357.3384704589844
16.500897032295704,-274.5044997757406,2.0,58.43144989013672
5.051668046482832e-14,-275.0,2.0,95.72547149658203
-16.5008970322956,-274.5044997757406,2.0,127.31707763671875
-32.94233080510046,-273.01978470639693,2.0,54.13398361206055
-49.26505234298517,-270.55120516760394,2.0,355.9071960449219
-92.61081573600673,-258.9367428711333,2.0,332.0528564453125
-107.98099701611054,-252.91323469404824,2.0,352.7737731933594
-122.96205387267104,-245.97831877507895,2.0,251.0287628173828
-137.50000000000003,-238.15698604072062,2.0,338.830078125
-151.54244590306962,-229.4774217427833,2.0,57.55698013305664
-165.03878769028623,-219.97090388894765,2.0,240.7161407470703
-177.9403894315971,-209.67169052814825,2.0,296.2868347167969
-209.67169052814816,-177.9403894315972,2.0,299.4914245605469
-219.97090388894756,-165.0387876902863,2.0,342.5705871582031
-229.4774217427832,-151.5424459030697,2.0,305.2590026855469
-238.15698604072054,-137.5000000000001,2.0,37.78384017944336
-245.978318775079,-122.96205387267092,2.0,216.85569763183594
-252.9132346940482,-107.98099701611065,2.0,21.374614715576172
-258.9367428711333,-92.61081573600683,2.0,172.47792053222656
-270.55120516760394,-49.2650523429851,3.0,122.11793518066406
-273.01978470639693,-32.942330805100596,3.0,202.31875610351562
-274.5044997757406,-16.500897032295693,3.0,139.1104278564453
-275.0,0.0,3.0,109.5618896484375
-274.5044997757406,16.500897032295693,3.0,149.4971466064453
-273.01978470639693,32.942330805100596,3.0,0.0
-270.55120516760394,49.2650523429851,3.0,237.17689514160156
-258.9367428711333,92.6108157360068,3.0,240.74951171875
-252.91323469404819,107.98099701611066,3.0,190.73141479492188
-245.97831877507898,122.96205387267098,3.0,240.14920043945312
-238.15698604072065,137.49999999999997,3.0,50.13750076293945
-229.47742174278324,151.54244590306962,3.0,341.207763671875
-219.97090388894762,165.03878769028626,3.0,161.4979705810547
-209.6716905281482,177.94038943159717,3.0,67.61690521240234
-177.94038943159717,209.67169052814816,3.0,148.19451904296875
-165.03878769028626,219.9709038889476,3.0,123.67395782470703
-151.54244590306962,229.4774217427833,3.0,121.12088775634766
-137.50000000000003,238.15698604072062,3.0,131.16839599609375
-122.96205387267099,245.97831877507898,3.0,167.58779907226562
-107.98099701611065,252.91323469404819,3.0,97.53794860839844
-92.61081573600683,258.9367428711333,3.0,120.7716293334961
-49.26505234298512,270.55120516760394,3.0,149.89923095703125
-32.942330805100596,273.01978470639693,3.0,92.42942810058594
-16.50089703229567,274.5044997757406,3.0,312.9242248535156
-1.6838893488276108e-14,275.0,3.0,44.4946403503418
16.500897032295697,274.5044997757406,3.0,330.43634033203125
32.94233080510056,273.01978470639693,3.0,63.14606475830078
49.26505234298508,270.55120516760394,3.0,354.8184814453125
92.6108157360068,258.9367428711333,3.0,28.11316680908203
107.98099701611068,252.91323469404819,3.0,354.3945617675781
122.96205387267096,245.97831877507898,3.0,339.38519287109375
137.49999999999994,238.15698604072065,3.0,328.99774169921875
151.54244590306965,229.47742174278324,3.0,343.2541198730469
165.03878769028626,219.97090388894762,3.0,301.95794677734375
177.9403894315971,209.67169052814822,3.0,2.077733278274536
209.6716905281482,177.94038943159717,3.0,272.1479797363281
219.9709038889476,165.03878769028628,3.0,222.50819396972656
229.4774217427832,151.54244590306968,3.0,220.52197265625
238.15698604072065,137.49999999999997,3.0,191.95956420898438
245.97831877507895,122.962053872671,3.0,188.80874633789062
252.91323469404816,107.98099701611072,3.0,174.7786865234375
258.9367428711333,92.6108157360068,3.0,148.2765350341797
270.55120516760394,49.265052342985136,3.0,148.4869384765625
273.01978470639693,32.942330805100546,3.0,122.13123321533203
274.5044997757406,16.500897032295686,3.0,131.86502075195312
275.0,3.3677786976552216e-14,3.0,66.74961853027344
274.5044997757406,-16.50089703229562,3.0,54.23820114135742
273.01978470639693,-32.9423308051006,3.0,60.04888916015625
270.551205167604,-49.265052342985065,3.0,24.369306564331055
258.9367428711333,-92.61081573600684,3.0,333.7481689453125
252.91323469404819,-107.98099701611066,3.0,9.083763122558594
245.97831877507898,-122.96205387267095,3.0,300.997802734375
238.15698604072062,-137.50000000000003,3.0,293.7055969238281
229.47742174278324,-151.54244590306962,3.0,25.580732345581055
219.97090388894762,-165.03878769028623,3.0,1.4648902416229248
209.67169052814822,-177.9403894315971,3.0,274.4351806640625
177.94038943159717,-209.67169052814816,3.0,209.08477783203125
165.03878769028628,-219.9709038889476,3.0,189.88034057617188
151.54244590306968,-229.4774217427832,3.0,176.22607421875
137.5000000000001,-238.1569860407206,3.0,185.3571319580078
122.96205387267091,-245.978318775079,3.0,170.74227905273438
107.98099701611063,-252.9132346940482,3.0,132.9015350341797
92.61081573600681,-258.9367428711333,3.0,140.2465057373047
49.26505234298503,-270.551205167604,3.0,100.85189056396484
32.94233080510057,-273.01978470639693,3.0,101.88423156738281
16.500897032295704,-274.5044997757406,3.0,63.897586822509766
5.051668046482832e-14,-275.0,3.0,60.20620346069336
-16.5008970322956,-274.5044997757406,3.0,359.85955810546875
-32.94233080510046,-273.01978470639693,3.0,356.108642578125
-49.26505234298517,-270.55120516760394,3.0,37.63435363769531
-92.61081573600673,-258.9367428711333,3.0,20.175247192382812
-107.98099701611054,-252.91323469404824,3.0,18.642290115356445
-122.96205387267104,-245.97831877507895,3.0,13.756834030151367
-137.50000000000003,-238.15698604072062,3.0,308.2882385253906
-151.54244590306962,-229.4774217427833,3.0,67.06014251708984
-165.03878769028623,-219.97090388894765,3.0,30.96196937561035
-177.9403894315971,-209.67169052814825,3.0,174.36569213867188
-209.67169052814816,-177.9403894315972,3.0,329.0433349609375
-219.97090388894756,-165.0387876902863,3.0,0.9463887810707092
-229.4774217427832,-151.5424459030697,3.0,271.1449890136719
-238.15698604072054,-137.5000000000001,3.0,255.26361083984375
-245.978318775079,-122.96205387267092,3.0,229.83221435546875
-252.9132346940482,-107.98099701611065,3.0,33.9008674621582
-258.9367428711333,-92.61081573600683,3.0,165.1897735595703
-270.55120516760394,-49.2650523429851,4.0,306.9388427734375
-273.01978470639693,-32.942330805100596,4.0,299.460693359375
-274.5044997757406,-16.500897032295693,4.0,251.0028533935547
-275.0,0.0,4.0,67.23487091064453
-274.5044997757406,16.500897032295693,4.0,146.8444366455078
-273.01978470639693,32.942330805100596,4.0,254.97900390625
