Fecha procesado,2026-05-11 13:01:00
Fecha y Hora,2026-05-08 17:32:21
Medidor,VGM_GAUSSMETER
Firmware,AL-PRG-0VGM-01 4.01
Muestras por punto,5
T estabilizacion (s),3
Velocidad (mm/min),1000
Eje rapido,Z
Sigma (automatico),1.0
Archivo origen,Measurement_Parallelepiped_170x170x170_5_R2.csv

X,Y,Z,T_robot (C),x axis (gauss),y axis (gauss),z axis (gauss),Magnitude (gauss)
-45.0,-35.0,-75.0,21.8,458.6384662884386,30.899455113154495,58.81701309973446,463.4257870637708
-45.0,-35.0,-70.0,21.3,458.65711404870956,30.925923326043478,58.740544886845484,463.4363091242019
-45.0,-35.0,-65.0,21.4,458.62293642577794,30.93,58.59244201342003,463.38400595715336
-45.0,-35.0,-60.0,21.4,458.629243121604,30.97244201342003,58.54348131262344,463.3868945220306
-45.0,-35.0,-55.0,22.0,458.6900504744876,30.97592332604348,58.51597380053106,463.44383631677886
-45.0,-35.0,-50.0,21.3,458.75194760106206,30.98,58.41298690026552,463.49238059150247
-45.0,-35.0,-45.0,21.3,458.72846628843854,31.002986900265526,58.42646821288897,463.47237584122837
-45.0,-35.0,-40.0,22.1,458.73670015920874,31.02,58.41054488684549,463.4796567563003
-45.0,-35.0,-35.0,21.8,458.7065186873765,31.02353178711102,58.41054488684549,463.4500205683635
-45.0,-35.0,-30.0,20.9,458.6751159731599,31.012986900265528,58.43239153893245,463.4209876024465
-45.0,-35.0,-25.0,22.4,458.7150654986723,31.012986900265528,58.42348131262344,463.4594047385528
-45.0,-35.0,-20.0,22.8,458.71298690026543,31.002986900265526,58.43298690026552,463.45787673292136
-45.0,-35.0,-15.0,21.8,458.6830068550349,30.99054488684549,58.39293642577794,463.4223232370065
-45.0,-35.0,-10.0,22.3,458.6980523989378,30.967013099734466,58.39701309973446,463.43615559628967
-45.0,-35.0,-5.0,21.7,458.60615527236337,30.949999999999992,58.349455113154505,463.33806995076617
-45.0,-35.0,0.0,21.1,458.6157113344929,30.949455113154496,58.34701309973446,463.3471845088785
-45.0,-35.0,5.0,22.2,458.59457108631443,30.933481312623446,58.275378439197986,463.31617781833484
-45.0,-35.0,10.0,21.6,458.599172692347,30.916468212888972,58.355923326043474,463.32973462545954
-45.0,-35.0,15.0,22.2,458.5264682128889,30.90244201342003,58.31999999999999,463.2523128643593
-45.0,-35.0,20.0,21.4,458.65810287342543,30.890494412357913,58.28348131262344,463.3772136935615
-45.0,-35.0,25.0,21.2,458.6299495255123,30.866468212888968,58.2494551131545,463.3434670767363
-45.0,-35.0,30.0,22.4,458.6063066958261,30.85054488684549,58.268102873425455,463.3213490370042
-45.0,-35.0,35.0,22.0,458.71582237706826,30.82298690026553,58.1994551131545,463.41929048755844
-45.0,-35.0,40.0,21.9,458.67511597315996,30.826468212888972,58.24298690026552,463.3846983646919
-45.0,-35.0,45.0,22.0,458.7251159731599,30.797557986579967,58.14298690026552,463.4197109836937
-45.0,-35.0,50.0,21.6,458.777063574222,30.77646821288897,58.20646821288897,463.47769957060797
-45.0,-35.0,55.0,21.9,458.8090111752841,30.7794551131545,58.132442013420025,463.50023129136446
-45.0,-35.0,60.0,21.3,458.81490398160946,30.754621560802015,58.1615841860489,463.5080719232757
-45.0,-35.0,65.0,22.6,458.87080735288356,30.7294551131545,58.147557986579955,463.5599807490302
-45.0,-35.0,70.0,21.4,458.96727556577247,30.712986900265523,58.1894551131545,463.6596384105149
-45.0,-35.0,75.0,21.5,458.8923915389324,30.667013099734476,58.23163466053649,463.58776513193084
-45.0,-35.0,80.0,21.8,458.9196870594743,30.644076673956523,58.219455113154496,463.6117379441959
-45.0,-35.0,85.0,20.8,458.91864776027097,30.59353178711102,58.20353178711102,463.60537158430105
-45.0,-30.0,85.0,22.2,459.10161470576713,30.7394551131545,58.20945511315449,463.79688160946773
-45.0,-30.0,80.0,21.8,459.0470635742221,30.769999999999996,58.181089773690985,463.7413489040741
-45.0,-30.0,75.0,21.7,458.9861552723632,30.81353178711102,58.18646821288897,463.68462294537085
-45.0,-30.0,70.0,21.3,459.04651868737653,30.842442013420033,58.16706357422204,463.7438623132372
-45.0,-30.0,65.0,21.2,459.06539839396737,30.86,58.1705448868455,463.76415546594853
-45.0,-30.0,60.0,21.9,458.9550654986724,30.86701309973447,58.12701309973447,463.6499480173448
-45.0,-30.0,55.0,21.4,458.945973800531,30.9,58.10999999999999,463.64101303456505
-45.0,-30.0,50.0,22.0,458.9140261994689,30.912986900265526,58.139999999999986,463.61401596770435
-45.0,-30.0,45.0,22.1,458.8598185281677,30.913531787111022,58.13646821288898,463.55995129381483
-45.0,-30.0,40.0,22.1,458.8170130997345,30.948910226309007,58.16646821288897,463.523704440581
-45.0,-30.0,35.0,21.6,458.85298690026553,30.949999999999992,58.14999999999999,463.55731963511835
-45.0,-30.0,30.0,21.9,458.78896070079657,30.969999999999995,58.22402619946893,463.50457234831407
-45.0,-30.0,25.0,21.8,458.7729869002655,31.0,58.23597380053105,463.49226763117343
-45.0,-30.0,20.0,22.2,458.76054488684537,31.015923326043477,58.23945511315451,463.48145505135307
-45.0,-30.0,15.0,21.1,458.8159233260434,31.02,58.27407667395652,463.5408934600397
-45.0,-30.0,10.0,22.2,458.6586982347585,31.04646821288897,58.327557986579954,463.3937728062118
-45.0,-30.0,5.0,22.2,458.74114024817857,31.062442013420025,58.347013099734475,463.4788916419999
-45.0,-30.0,0.0,22.2,458.6811402481785,31.072986900265523,58.33244201342003,463.41837763032476
-45.0,-30.0,-5.0,21.8,458.8153784391979,31.102986900265527,58.3794551131545,463.55917428709284
-45.0,-30.0,-10.0,21.6,458.77374377866147,31.100544886845498,58.407013099734456,463.5212735702431
-45.0,-30.0,-15.0,20.5,458.705973800531,31.115973800531055,58.429999999999986,463.4581309307765
-45.0,-30.0,-20.0,21.5,458.78755798657994,31.129999999999995,58.40298690026552,463.5364161985141
-45.0,-30.0,-25.0,21.8,458.7905448868455,31.1594551131545,58.428365339463504,463.54454974334357
-45.0,-30.0,-30.0,19.8,458.89392525049385,31.149999999999995,58.463531787111016,463.6506677239109
-45.0,-30.0,-35.0,21.8,458.8610392992034,31.149999999999995,58.4205448868455,463.61270037782725
-45.0,-30.0,-40.0,22.2,458.86810287342547,31.150544886845488,58.43999999999999,463.6221801007842
-45.0,-30.0,-45.0,21.3,458.817063574222,31.132986900265525,58.449999999999996,463.57174547226646
-45.0,-30.0,-50.0,21.7,458.85566086000546,31.137013099734467,58.488960700796596,463.61513091346006
-45.0,-30.0,-55.0,21.9,458.86,31.139455113154497,58.557275565772514,463.628212888765
-45.0,-30.0,-60.0,20.9,458.8078709271056,31.116468212888975,58.60542891368556,463.5811615206817
-45.0,-30.0,-65.0,21.0,458.8088297034518,31.1,58.70493450132765,463.5935952411942
-45.0,-30.0,-70.0,21.8,458.83298690026555,31.087013099734474,58.78999999999999,463.6274111301901
-45.0,-30.0,-75.0,22.2,458.81444008896966,31.075660860005424,58.91163466053649,463.623735188803
-45.0,-30.0,-80.0,21.5,458.83597380053106,31.079999999999995,59.07592332604347,463.6662398431723
-45.0,-30.0,-85.0,20.3,458.96841581395097,31.077557986579965,59.27298690026553,463.8222809452518
-45.0,-25.0,-85.0,22.4,459.09919264711647,31.42651868737655,59.276518687376544,463.9756463799981
-45.0,-25.0,-80.0,22.6,458.98028242080744,31.412986900265523,59.08706357422205,463.83289715036875
-45.0,-25.0,-75.0,23.0,458.9397375339619,31.407013099734467,58.96457108631444,463.77678230263075
-45.0,-25.0,-70.0,22.0,458.93701309973443,31.42701309973447,58.86597380053105,463.76291574118073
-45.0,-25.0,-65.0,22.5,458.90678115341456,31.417013099734465,58.75189712657453,463.71785378252196
-45.0,-25.0,-60.0,20.1,458.9382843452577,31.424026199468937,58.68244201342003,463.74071123960204
-45.0,-25.0,-55.0,20.8,458.8434308381359,31.423531787111024,58.62298690026553,463.63928540018634
-45.0,-25.0,-50.0,23.0,458.90789088187495,31.441089773690994,58.57999999999999,463.69883635804837
-45.0,-25.0,-45.0,20.5,458.85472250977716,31.446468212888973,58.58651868737654,463.64740579938024
-45.0,-25.0,-40.0,20.8,458.95023194631983,31.429999999999993,58.52348131262344,463.7328521557749
-45.0,-25.0,-35.0,22.1,458.9302824208074,31.429999999999993,58.48293642577795,463.70799311185436
-45.0,-25.0,-30.0,22.6,458.9409083018587,31.442986900265527,58.465973800531046,463.71725095211815
-45.0,-25.0,-25.0,21.7,458.87217954738196,31.433531787111026,58.47999999999999,463.6503580104043
-45.0,-25.0,-20.0,22.4,458.95239153893243,31.433531787111026,58.47706357422205,463.7293732169448
-45.0,-25.0,-15.0,22.3,458.87158418604884,31.419455113154502,58.53701309973447,463.6560091659118
-45.0,-25.0,-10.0,21.6,458.9937437786615,31.385973800531055,58.46896070079658,463.76605691317087
-45.0,-25.0,-5.0,21.8,458.898910226309,31.389999999999993,58.47,463.67260303676994
-45.0,-25.0,0.0,20.9,458.8394551131544,31.362986900265525,58.44592332604347,463.6088960204241
-45.0,-25.0,5.0,21.4,458.918910226309,31.36,58.4205448868455,463.6841336817327
-45.0,-25.0,10.0,20.9,458.83249248790753,31.33,58.36755798657995,463.5899016242508
-45.0,-25.0,15.0,21.9,458.8662562213384,31.303531787111023,58.361089773690985,463.6207167507795
-45.0,-25.0,20.0,22.2,458.91999999999996,31.299999999999997,58.315973800531054,463.6679945826584
-45.0,-25.0,25.0,22.3,458.8814531887042,31.29,58.312442013420025,463.6287233057777
-45.0,-25.0,30.0,21.3,458.8895055876421,31.269999999999996,58.28054488684549,463.6313332280059
-45.0,-25.0,35.0,21.5,458.8923915389324,31.2594551131545,58.270544886845485,463.63222164524115
-45.0,-25.0,40.0,22.2,458.92896070079655,31.249999999999996,58.27755798657996,463.66866104449247
-45.0,-25.0,45.0,22.3,458.96841581395097,31.225973800531047,58.31999999999999,463.7114302608458
-45.0,-25.0,50.0,22.0,458.95059536133306,31.206468212888964,58.27787092710558,463.687182139684
-45.0,-25.0,55.0,22.1,459.02641773840134,31.192936425777948,58.19592332604347,463.75102906234366
-45.0,-25.0,60.0,21.0,459.08651868737644,31.16298690026553,58.24896070079659,463.81516233922747
-45.0,-25.0,65.0,22.8,459.08452061182686,31.1494551131545,58.21402619946893,463.80788961119424
-45.0,-25.0,70.0,21.3,459.0878709271056,31.119455113154505,58.24701309973446,463.8133334154626
-45.0,-25.0,75.0,22.2,459.101352239729,31.089455113154504,58.25592332604347,463.8257845895918
-45.0,-25.0,80.0,21.5,459.1948640720707,31.05810287342546,58.25054488684549,463.9155687448721
-45.0,-25.0,85.0,21.1,459.15108977369084,31.03,58.25945511315449,463.87147816011446
-45.0,-20.0,85.0,21.9,459.2804439378702,31.342986900265526,58.20701309973446,464.01397111034277
-45.0,-20.0,80.0,21.8,459.2742381910194,31.375923326043477,58.167013099734476,464.00503859704764
-45.0,-20.0,75.0,21.8,459.2008273076529,31.382986900265525,58.16597380053104,463.9327237595761
-45.0,-20.0,70.0,21.2,459.2311402481786,31.404571086314434,58.12701309973447,463.9593052312394
-45.0,-20.0,65.0,21.7,459.16,31.43701309973447,58.11402619946893,463.88946036070433
-45.0,-20.0,60.0,22.5,459.1964682128889,31.450544886845496,58.08701309973447,463.92309091455974
-45.0,-20.0,55.0,21.1,459.18151375679196,31.469455113154503,58.11407667395651,463.9129606820274
-45.0,-20.0,50.0,21.3,459.0634308381358,31.477013099734467,58.160000000000004,463.80235174755285
-45.0,-20.0,45.0,20.9,459.0654289136855,31.502986900265523,58.18592332604348,463.8093443222641
-45.0,-20.0,40.0,21.4,458.97052493207605,31.54,58.16054488684551,463.71474349858687
-45.0,-20.0,35.0,19.7,458.995973800531,31.559999999999995,58.17000000000001,463.7424786075756
-45.0,-20.0,30.0,21.9,458.9599495255124,31.55,58.187013099734465,463.7082771117306
-45.0,-20.0,25.0,22.0,458.85223002186956,31.57293642577795,58.18597380053106,463.603091941485
-45.0,-20.0,20.0,20.6,458.8753784391979,31.577557986579958,58.23298690026553,463.63222048239857
-45.0,-20.0,15.0,21.8,458.83005047448756,31.596468212888972,58.24999999999999,463.5907834739048
-45.0,-20.0,10.0,21.0,458.93641773840136,31.610544886845492,58.31646821288898,463.7053725582922
-45.0,-20.0,5.0,21.8,458.9170130997345,31.6405448868455,58.287013099734466,463.68451008116176
-45.0,-20.0,0.0,21.5,458.89729552054183,31.649999999999995,58.289455113154496,463.66594754570446
-45.0,-20.0,-5.0,20.9,458.81544886845495,31.660544886845493,58.33054488684549,463.5908311104633
-45.0,-20.0,-10.0,21.6,458.89820382240055,31.67999999999999,58.37755798657996,463.6799792398869
-45.0,-20.0,-15.0,22.8,458.9264682128889,31.6994551131545,58.378960700796576,463.7094583177399
-45.0,-20.0,-20.0,21.2,458.8818971265744,31.700544886845492,58.44054488684549,463.6731794521636
-45.0,-20.0,-25.0,21.7,458.95787092710555,31.716518687376556,58.465973800531046,463.7526656915653
-45.0,-20.0,-30.0,22.2,459.034551131545,31.720544886845495,58.42755798657997,463.8239877720131
-45.0,-20.0,-35.0,22.2,458.98664968472127,31.71701309973447,58.39701309973447,463.7724923362147
-45.0,-20.0,-40.0,22.9,459.0859233260435,31.723481312623445,58.43994952551242,463.87659130771266
-45.0,-20.0,-45.0,20.5,459.0659738005309,31.72402619946894,58.45298690026553,463.8585278048653
-45.0,-20.0,-50.0,20.8,458.99059536133296,31.714076673956523,58.50163466053648,463.78938166735486
-45.0,-20.0,-55.0,21.2,459.0083653394634,31.71701309973447,58.569999999999986,463.81579670336265
-45.0,-20.0,-60.0,22.3,458.9856608600054,31.7094551131545,58.6194551131545,463.7990587920939
-45.0,-20.0,-65.0,20.9,458.98249248790756,31.72646821288897,58.70353178711103,463.8077207636328
-45.0,-20.0,-70.0,23.6,459.0575075120923,31.7194551131545,58.777557986579964,463.8908496174028
-45.0,-20.0,-75.0,22.1,459.0140766739564,31.71,58.912442013420026,463.8643363191757
-45.0,-20.0,-80.0,20.5,459.12994952551236,31.72353178711102,59.0705448868455,464.00002402324964
-45.0,-20.0,-85.0,21.7,459.26,31.732179547381985,59.248910226309,464.152035632542
-45.0,-15.0,-85.0,23.4,459.3591926471164,32.0694551131545,59.220544886845495,464.2697392221036
-45.0,-15.0,-80.0,20.9,459.2224924879076,32.04054488684549,59.069949525512406,464.1132976552157
-45.0,-15.0,-75.0,21.9,459.14021199155036,32.03108977369099,58.93945511315449,464.01463807596804
-45.0,-15.0,-70.0,20.7,459.1176084610675,32.039455113154496,58.84542891368556,463.98091511073335
-45.0,-15.0,-65.0,21.9,459.0913017652414,32.02646821288898,58.73298690026554,463.93973937670165
-45.0,-15.0,-60.0,22.5,459.025973800531,32.04054488684549,58.67054488684549,463.868164436288
-45.0,-15.0,-55.0,21.4,459.04542891368556,32.0494551131545,58.56597380053105,463.8748178838814
-45.0,-15.0,-50.0,23.4,459.0429869002655,32.042986900265525,58.547013099734464,463.8695609486662
-45.0,-15.0,-45.0,21.6,459.07945511315444,32.0305448868455,58.51891022630901,463.90124462736014
-45.0,-15.0,-40.0,21.4,459.03646821288885,32.03298690026553,58.47597380053105,463.85345844462074
-45.0,-15.0,-35.0,21.7,459.0995055876421,32.029999999999994,58.49701309973446,463.91828749512337
-45.0,-15.0,-30.0,22.4,459.0912712455233,32.027013099734475,58.45298690026553,463.90438301387474
-45.0,-15.0,-25.0,21.5,459.0691926471163,32.01407667395652,58.43701309973447,463.8796279671912
-45.0,-15.0,-20.0,22.2,459.0892431216039,32.00592332604348,58.46592332604347,463.90255061627596
-45.0,-15.0,-15.0,22.3,459.0354793881731,31.99646821288897,58.418960700796575,463.84277539333254
-45.0,-15.0,-10.0,21.0,458.96085782737106,31.991089773690987,58.42407667395652,463.76920076450637
-45.0,-15.0,-5.0,21.1,458.9472450460543,31.983481312623443,58.448910226309,463.7583335303864
-45.0,-15.0,0.0,21.8,459.0729364257778,31.96353178711102,58.327013099734465,463.8660030440132
-45.0,-15.0,5.0,21.5,459.08597380053095,31.967013099734466,58.315973800531054,463.87775767674464
-45.0,-15.0,10.0,21.9,459.0310392992033,31.93701309973447,58.35999999999999,463.82686149665733
-45.0,-15.0,15.0,21.9,459.051352239729,31.901089773690995,58.29353178711102,463.836134178966
-45.0,-15.0,20.0,20.9,459.08661963635166,31.9,58.272986900265515,463.8683814741103
-45.0,-15.0,25.0,21.8,459.1035317871109,31.896468212888973,58.276468212888965,463.8853137697102
-45.0,-15.0,30.0,22.6,459.06745703760475,31.866468212888975,58.20592332604348,463.8386911605945
-45.0,-15.0,35.0,21.5,459.07999999999987,31.84999999999999,58.18896070079658,463.84784579368124
-45.0,-15.0,40.0,21.1,459.09597380053106,31.83298690026552,58.16108977369098,463.85899212854946
-45.0,-15.0,45.0,21.4,459.1210392992034,31.825378439197983,58.18940463866693,463.8868291428216
-45.0,-15.0,50.0,23.0,459.11750751209235,31.80457108631444,58.218647760270954,463.88557575455513
-45.0,-15.0,55.0,21.5,459.1349345013276,31.779999999999998,58.21945511315449,463.901241034351
-45.0,-15.0,60.0,22.4,459.2056913797236,31.759999999999998,58.19428866550699,463.9667443134414
-45.0,-15.0,65.0,21.7,459.1970130997344,31.749999999999996,58.160000000000004,463.95317106332794
-45.0,-15.0,70.0,21.5,459.26049441235784,31.730000000000004,58.17000000000001,464.0158871503037
-45.0,-15.0,75.0,21.7,459.25945511315433,31.699999999999996,58.179455113154496,464.0139934399554
-45.0,-15.0,80.0,21.8,459.3032493663036,31.67298690026553,58.23244201342003,464.0621405377469
-45.0,-15.0,85.0,21.2,459.2859233260435,31.64701309973447,58.12298690026552,464.029497348821
-45.0,-10.0,85.0,21.6,459.3572755657725,31.81353178711102,58.15646821288897,464.1156991688337
-45.0,-10.0,80.0,21.5,459.3723915389324,31.846468212888972,58.12646821288897,464.1291608515207
-45.0,-10.0,75.0,21.8,459.3359233260433,31.879455113154503,58.18402619946894,464.1025436483632
-45.0,-10.0,70.0,21.2,459.267063574222,31.9,58.15841581395108,464.032592620472
-45.0,-10.0,65.0,21.3,459.2759233260434,31.92701309973447,58.15054488684549,464.04223275807277
-45.0,-10.0,60.0,21.0,459.2072755657724,31.92755798657997,58.127557986579966,463.97144727774884
-45.0,-10.0,55.0,21.7,459.1451664476475,31.949455113154496,58.160000000000004,463.9155495930972
-45.0,-10.0,50.0,21.5,459.1189607007965,31.96,58.16750751209238,463.89128101867664
-45.0,-10.0,45.0,21.3,459.15311789761023,31.97298690026552,58.143531787111016,463.9229762095213
-45.0,-10.0,40.0,21.6,459.1240261994689,31.985973800531056,58.161039299203416,463.8972735918399
-45.0,-10.0,35.0,21.4,459.0828859512903,32.01244201342003,58.17298690026553,463.85988080661434
-45.0,-10.0,30.0,21.5,459.0635822615986,32.029999999999994,58.23353178711102,463.84958519249744
-45.0,-10.0,25.0,21.3,458.9786477602709,32.05,58.26701309973446,463.77111425293776
-45.0,-10.0,20.0,20.9,458.9989607007965,32.044621560802014,58.26054488684548,463.7900330816721
-45.0,-10.0,15.0,22.0,459.0318466520869,32.06994952551242,58.25108977369099,463.82314233252373
-45.0,-10.0,10.0,20.8,459.0270130997344,32.08701309973447,58.31701309973447,463.82782277672914
-45.0,-10.0,5.0,21.5,459.02140271421655,32.10293642577795,58.299505587642074,463.8211713889827
-45.0,-10.0,0.0,23.0,458.96108977369096,32.10298690026553,58.3705448868455,463.77042187332285
-45.0,-10.0,-5.0,21.8,458.97153371156134,32.12701309973447,58.37706357422205,463.7832416978886
-45.0,-10.0,-10.0,21.0,458.99348131262343,32.147013099734465,58.43755798657996,463.8139654238011
-45.0,-10.0,-15.0,21.9,459.00999999999993,32.15701309973447,58.45701309973447,463.8334571503429
-45.0,-10.0,-20.0,22.0,458.96005047448756,32.18701309973447,58.46135223972904,463.7866551007309
-45.0,-10.0,-25.0,21.5,458.95163466053634,32.2005448868455,58.459455113154505,463.7790270599945
-45.0,-10.0,-30.0,21.3,458.95896070079647,32.21592332604348,58.50592332604348,463.79320433522696
-45.0,-10.0,-35.0,19.3,458.9942581457887,32.22244201342003,58.47163466053649,463.8242628841083
-45.0,-10.0,-40.0,21.2,459.0463672639138,32.21646821288897,58.48353178711102,463.8769142914984
-45.0,-10.0,-45.0,22.0,459.1573260402601,32.2194551131545,58.5294551131545,463.99271595583593
-45.0,-10.0,-50.0,21.2,459.0508578273711,32.21353178711102,58.519455113154514,463.88568454845097
-45.0,-10.0,-55.0,20.9,459.05765893555514,32.2194551131545,58.559455113154506,463.8978737807823
-45.0,-10.0,-60.0,20.3,459.0610897736909,32.227013099734464,58.66696262524688,463.91537700448265
-45.0,-10.0,-65.0,22.4,459.11597380053104,32.23646821288897,58.72108977369098,463.9771908896604
-45.0,-10.0,-70.0,20.8,459.1553784391979,32.23646821288897,58.846468212888965,464.032065975633
-45.0,-10.0,-75.0,21.2,459.1751159731599,32.2494551131545,58.94353178711102,464.0648170499444
-45.0,-10.0,-80.0,22.6,459.24244201342003,32.24701309973447,59.09402619946894,464.1504005521997
-45.0,-10.0,-85.0,23.2,459.3800809942057,32.26597380053105,59.24293642577795,464.3068784714354
-45.0,-5.0,-85.0,21.5,459.3636327360861,32.577013099734465,59.22651868737655,464.3102296728129
-45.0,-5.0,-80.0,22.0,459.23381420791844,32.57054488684549,59.10945511315449,464.16641863662755
-45.0,-5.0,-75.0,22.0,459.18298690026546,32.57353178711102,58.95755798657997,464.09702011053275
-45.0,-5.0,-70.0,21.8,459.0881028734254,32.559455113154506,58.866468212888954,463.9905876168669
-45.0,-5.0,-65.0,21.8,459.07950558764196,32.54755798657997,58.77592332604348,463.96976748955586
-45.0,-5.0,-60.0,21.5,459.1140261994689,32.55103929920341,58.67999999999999,463.9920275312335
-45.0,-5.0,-55.0,21.8,459.084127148444,32.54,58.650494412357915,463.95793763493555
-45.0,-5.0,-50.0,21.4,459.1664177384013,32.54592332604347,58.559999999999995,464.0283503234051
-45.0,-5.0,-45.0,21.7,459.16945511315447,32.5205448868455,58.56810287342546,464.0305992311721
-45.0,-5.0,-40.0,22.8,459.0815841860488,32.517557986579966,58.559999999999995,463.9424168107318
-45.0,-5.0,-35.0,22.1,459.1353279647103,32.51402619946894,58.54054488684549,463.9928950755719
-45.0,-5.0,-30.0,21.7,459.11293642577795,32.51244201342003,58.502986900265526,463.9658896464578
-45.0,-5.0,-25.0,21.3,459.0585972857833,32.49999999999999,58.53651868737655,463.91547695892683
-45.0,-5.0,-20.0,21.3,459.05402619946886,32.47407667395652,58.48298690026553,463.9023866963235
-45.0,-5.0,-15.0,21.4,458.9969626252468,32.46999999999999,58.47999999999999,463.84525760128474
-45.0,-5.0,-10.0,20.9,459.0167506336964,32.4505448868455,58.49592332604347,463.8654851048271
-45.0,-5.0,-5.0,21.7,459.0225429623952,32.43407667395652,58.39945511315449,463.8579099625977
-45.0,-5.0,0.0,21.4,459.0550960183905,32.42701309973447,58.41298690026552,463.89133360910574
-45.0,-5.0,5.0,21.7,458.9872955205419,32.41,58.38353178711102,463.8193423448378
-45.0,-5.0,10.0,22.6,459.0435317871109,32.40592332604347,58.39945511315449,463.87671239210863
-45.0,-5.0,15.0,22.5,459.0918971265745,32.389455113154504,58.34841581395109,463.9170016692663
-45.0,-5.0,20.0,22.0,459.00896070079654,32.362986900265525,58.325973800531045,463.83025790100453
-45.0,-5.0,25.0,22.1,459.0116346605364,32.332986900265524,58.269949525512416,463.82377021163575
-45.0,-5.0,30.0,21.3,459.0705448868455,32.332986900265524,58.24646821288897,463.8791203361853
-45.0,-5.0,35.0,21.3,459.02217954738194,32.327013099734465,58.22706357422205,463.8284036417518
-45.0,-5.0,40.0,21.5,459.04966710470495,32.31135223972903,58.241089773690994,463.85627611419403
-45.0,-5.0,45.0,21.6,459.0819476010621,32.30701309973446,58.277013099734454,463.892431458455
-45.0,-5.0,50.0,21.4,459.1029869002655,32.27,58.29597380053105,463.913058710463
-45.0,-5.0,55.0,21.8,459.24212907289444,32.266468212888974,58.169455113154505,464.03463620132896
-45.0,-5.0,60.0,21.8,459.2597880084495,32.23108977369098,58.21999999999999,464.05599277411096
-45.0,-5.0,65.0,21.8,459.28457108631443,32.22646821288897,58.22755798657997,464.0811469996348
-45.0,-5.0,70.0,22.4,459.2762562213385,32.20298690026552,58.248910226309,464.07396763505255
-45.0,-5.0,75.0,21.9,459.3651664476476,32.18353178711102,58.209999999999994,464.15572813848473
-45.0,-5.0,80.0,22.2,459.36239153893246,32.1694551131545,58.20651868737655,464.15156944725356
-45.0,-5.0,85.0,21.8,459.3416346605365,32.15,58.17293642577794,464.1254683434334
-45.0,0.0,85.0,21.8,459.3287487092461,32.419455113154505,58.09353178711103,464.12151307188475
-45.0,0.0,80.0,22.2,459.38506549867236,32.43646821288897,58.11298690026552,464.1808722037302
-45.0,0.0,75.0,20.9,459.4129164710086,32.46054488684549,58.0994551131545,464.20842461031907
-45.0,0.0,70.0,21.3,459.2880523989378,32.462986900265534,58.10999999999999,464.0863418534273
-45.0,0.0,65.0,23.4,459.34324936630367,32.4894551131545,58.04597380053106,464.13480854854646
-45.0,0.0,60.0,21.4,459.332936425778,32.507013099734465,58.063481312623445,464.12802139963003
-45.0,0.0,55.0,21.1,459.2791926471165,32.529455113154505,58.08348131262345,464.0789082149066
-45.0,0.0,50.0,21.1,459.20120081626624,32.53646821288898,58.138910226308994,464.00915667384413
-45.0,0.0,45.0,21.3,459.15877922896425,32.54353178711103,58.112986900265525,463.9644223975389
-45.0,0.0,40.0,21.7,459.1134813126234,32.544076673956525,58.12353178711103,463.92095296177797
-45.0,0.0,35.0,21.0,459.1419476010621,32.56298690026553,58.13701309973447,463.9521402633272
-45.0,0.0,30.0,21.7,459.111947601062,32.6,58.21298690026553,463.9345775795234
-45.0,0.0,25.0,22.0,459.1646016060326,32.59542891368556,58.21108977369098,463.98612514463673
-45.0,0.0,20.0,21.4,459.1386982347585,32.60999999999999,58.25646821288897,463.96721048512467
-45.0,0.0,15.0,21.7,459.0686982347585,32.63298690026553,58.26945511315451,463.90118660354017
-45.0,0.0,10.0,20.9,459.0681028734254,32.647013099734465,58.20810287342545,463.8938820250418
-45.0,0.0,5.0,21.5,459.0783653394634,32.66592332604348,58.29298690026552,463.91602730585987
-45.0,0.0,0.0,21.3,459.09771950364274,32.669999999999995,58.32407667395652,463.9393741355814
-45.0,0.0,-5.0,21.7,458.9811402481785,32.69701309973447,58.32994952551242,463.8266538059355
-45.0,0.0,-10.0,21.4,459.17750751209235,32.7105448868455,58.33,464.02193057204954
-45.0,0.0,-15.0,21.4,459.12574185421124,32.7294551131545,58.32407667395652,463.9712943545682
-45.0,0.0,-20.0,21.7,459.0729869002655,32.73108977369098,58.349999999999994,463.92246554710493
-45.0,0.0,-25.0,22.1,459.0810392992034,32.762986900265524,58.35298690026553,463.93306094181975
-45.0,0.0,-30.0,21.8,459.10792140159305,32.76353178711102,58.414026199468935,463.9673813596044
-45.0,0.0,-35.0,22.1,459.15673067892703,32.78353178711102,58.39651868737654,464.01488842385476
-45.0,0.0,-40.0,22.2,459.0518666068563,32.79,58.412442013420026,463.91358432062555
-45.0,0.0,-45.0,21.3,459.15108977369096,32.79,58.458415813951085,464.0175575555787
-45.0,0.0,-50.0,20.7,459.16438961448205,32.79706357422205,58.51108977369099,464.0378558863882
-45.0,0.0,-55.0,21.5,459.12485350712177,32.80919264711646,58.55298690026552,464.0048776737528
-45.0,0.0,-60.0,22.1,459.1350654986723,32.83,58.63701309973446,464.0270644862523
-45.0,0.0,-65.0,22.6,459.09571133449293,32.813531787111025,58.666468212888965,463.9906836636289
-45.0,0.0,-70.0,22.6,459.1978404073874,32.858365339463504,58.788910226309,464.1104014921311
-45.0,0.0,-75.0,20.1,459.2200504744875,32.84407667395652,58.89298690026553,464.14455941698856
