x,y,z,B
-70.0,55.0,-60.0,46.031773
-65.0,55.0,-60.0,45.995903
-60.0,55.0,-60.0,45.96507
-55.0,55.0,-60.0,45.950737
-50.0,55.0,-60.0,45.925102
-45.0,55.0,-60.0,45.907833
-40.0,55.0,-60.0,45.89413
-35.0,55.0,-60.0,45.879025
-30.0,55.0,-60.0,45.851387
-25.0,55.0,-60.0,45.834606
-20.0,55.0,-60.0,45.81903
-15.0,55.0,-60.0,45.80703
-10.0,55.0,-60.0,45.783722
-5.0,55.0,-60.0,45.791206
0.0,55.0,-60.0,45.78865
5.0,55.0,-60.0,45.781815
10.0,55.0,-60.0,45.773712
15.0,55.0,-60.0,45.77801
20.0,55.0,-60.0,45.767117
25.0,55.0,-60.0,45.78266
30.0,55.0,-60.0,45.78425
35.0,55.0,-60.0,45.783504
40.0,55.0,-60.0,45.79423
45.0,55.0,-60.0,45.760983
50.0,55.0,-60.0,45.769627
55.0,55.0,-60.0,45.77704
60.0,55.0,-60.0,45.773655
65.0,55.0,-60.0,45.785465
70.0,55.0,-60.0,45.797157
75.0,55.0,-60.0,45.806446
80.0,55.0,-60.0,45.831814
85.0,55.0,-60.0,46.434658
-85.0,60.0,-60.0,46.237923
-80.0,60.0,-60.0,46.155087
-75.0,60.0,-60.0,46.07747
-70.0,60.0,-60.0,46.027176
-65.0,60.0,-60.0,45.97756
-60.0,60.0,-60.0,45.94269
-55.0,60.0,-60.0,45.93358
-50.0,60.0,-60.0,45.9056
-45.0,60.0,-60.0,45.905804
-40.0,60.0,-60.0,45.882496
-35.0,60.0,-60.0,45.868866
-30.0,60.0,-60.0,45.830807
-25.0,60.0,-60.0,45.81214
-20.0,60.0,-60.0,45.799942
-15.0,60.0,-60.0,45.79379
-10.0,60.0,-60.0,45.76724
-5.0,60.0,-60.0,45.773674
0.0,60.0,-60.0,45.767044
5.0,60.0,-60.0,45.765182
10.0,60.0,-60.0,45.762512
15.0,60.0,-60.0,45.76322
20.0,60.0,-60.0,45.768894
25.0,60.0,-60.0,45.765915
30.0,60.0,-60.0,45.771393
35.0,60.0,-60.0,45.7619
40.0,60.0,-60.0,45.76045
45.0,60.0,-60.0,45.750866
50.0,60.0,-60.0,45.751038
55.0,60.0,-60.0,45.766777
60.0,60.0,-60.0,45.75854
65.0,60.0,-60.0,45.77548
70.0,60.0,-60.0,45.77364
75.0,60.0,-60.0,45.79627
80.0,60.0,-60.0,45.818516
85.0,60.0,-60.0,46.44686
-85.0,65.0,-60.0,46.237373
-80.0,65.0,-60.0,46.140923
-75.0,65.0,-60.0,46.07273
-70.0,65.0,-60.0,46.002514
-65.0,65.0,-60.0,45.959732
-60.0,65.0,-60.0,45.93209
-55.0,65.0,-60.0,45.914417
-50.0,65.0,-60.0,45.886528
-45.0,65.0,-60.0,45.885624
-40.0,65.0,-60.0,45.86949
-35.0,65.0,-60.0,45.83793
-30.0,65.0,-60.0,45.81483
-25.0,65.0,-60.0,45.804623
-20.0,65.0,-60.0,45.79029
-15.0,65.0,-60.0,45.772163
-10.0,65.0,-60.0,45.75445
-5.0,65.0,-60.0,45.740067
0.0,65.0,-60.0,45.748493
5.0,65.0,-60.0,45.746407
10.0,65.0,-60.0,45.72712
15.0,65.0,-60.0,45.741673
20.0,65.0,-60.0,45.734715
25.0,65.0,-60.0,45.75445
30.0,65.0,-60.0,45.744118
35.0,65.0,-60.0,45.745827
40.0,65.0,-60.0,45.739372
45.0,65.0,-60.0,45.73858
50.0,65.0,-60.0,45.741604
55.0,65.0,-60.0,45.7509
60.0,65.0,-60.0,45.76163
65.0,65.0,-60.0,45.756626
70.0,65.0,-60.0,45.767815
75.0,65.0,-60.0,45.785267
80.0,65.0,-60.0,45.79943
85.0,65.0,-60.0,46.464615
-85.0,70.0,-60.0,46.24566
-80.0,70.0,-60.0,46.159157
-75.0,70.0,-60.0,46.068172
-70.0,70.0,-60.0,45.994724
-65.0,70.0,-60.0,45.96087
-60.0,70.0,-60.0,45.91554
-55.0,70.0,-60.0,45.905178
-50.0,70.0,-60.0,45.864414
-45.0,70.0,-60.0,45.865158
-40.0,70.0,-60.0,45.85311
-35.0,70.0,-60.0,45.8232
-30.0,70.0,-60.0,45.79293
-25.0,70.0,-60.0,45.77257
-20.0,70.0,-60.0,45.762577
-15.0,70.0,-60.0,45.751144
-10.0,70.0,-60.0,45.73237
-5.0,70.0,-60.0,45.72907
0.0,70.0,-60.0,45.73531
5.0,70.0,-60.0,45.725353
10.0,70.0,-60.0,45.71432
15.0,70.0,-60.0,45.72066
20.0,70.0,-60.0,45.72027
25.0,70.0,-60.0,45.726723
30.0,70.0,-60.0,45.723915
35.0,70.0,-60.0,45.727825
40.0,70.0,-60.0,45.725243
45.0,70.0,-60.0,45.71133
50.0,70.0,-60.0,45.720837
55.0,70.0,-60.0,45.72978
60.0,70.0,-60.0,45.72976
65.0,70.0,-60.0,45.728157
70.0,70.0,-60.0,45.744545
75.0,70.0,-60.0,45.754112
80.0,70.0,-60.0,45.785305
85.0,70.0,-60.0,46.442898
-85.0,75.0,-60.0,46.240517
-80.0,75.0,-60.0,46.147625
-75.0,75.0,-60.0,46.060596
-70.0,75.0,-60.0,45.983578
-65.0,75.0,-60.0,45.951866
-60.0,75.0,-60.0,45.899437
-55.0,75.0,-60.0,45.888535
-50.0,75.0,-60.0,45.84804
-45.0,75.0,-60.0,45.836555
-40.0,75.0,-60.0,45.807808
-35.0,75.0,-60.0,45.78927
-30.0,75.0,-60.0,45.781624
-25.0,75.0,-60.0,45.746
-20.0,75.0,-60.0,45.72883
-15.0,75.0,-60.0,45.732014
-10.0,75.0,-60.0,45.711487
-5.0,75.0,-60.0,45.69767
0.0,75.0,-60.0,45.69126
5.0,75.0,-60.0,45.702507
10.0,75.0,-60.0,45.692482
15.0,75.0,-60.0,45.697067
20.0,75.0,-60.0,45.698856
25.0,75.0,-60.0,45.6963
30.0,75.0,-60.0,45.69461
35.0,75.0,-60.0,45.7024
40.0,75.0,-60.0,45.69046
45.0,75.0,-60.0,45.689377
50.0,75.0,-60.0,45.70191
55.0,75.0,-60.0,45.706757
60.0,75.0,-60.0,45.725792
65.0,75.0,-60.0,45.712646
70.0,75.0,-60.0,45.716625
75.0,75.0,-60.0,45.749397
80.0,75.0,-60.0,45.772816
85.0,75.0,-60.0,46.446815
-85.0,80.0,-60.0,46.24681
-80.0,80.0,-60.0,46.160027
-75.0,80.0,-60.0,46.066555
-70.0,80.0,-60.0,45.997074
-65.0,80.0,-60.0,45.93983
-60.0,80.0,-60.0,45.887466
-55.0,80.0,-60.0,45.864925
-50.0,80.0,-60.0,45.832325
-45.0,80.0,-60.0,45.81334
-40.0,80.0,-60.0,45.78658
-35.0,80.0,-60.0,45.774406
-30.0,80.0,-60.0,45.755615
-25.0,80.0,-60.0,45.731945
-20.0,80.0,-60.0,45.706997
-15.0,80.0,-60.0,45.701263
-10.0,80.0,-60.0,45.690403
-5.0,80.0,-60.0,45.680855
0.0,80.0,-60.0,45.661484
5.0,80.0,-60.0,45.677425
10.0,80.0,-60.0,45.661697
15.0,80.0,-60.0,45.673153
20.0,80.0,-60.0,45.667206
25.0,80.0,-60.0,45.67143
30.0,80.0,-60.0,45.67853
35.0,80.0,-60.0,45.66896
40.0,80.0,-60.0,45.68295
45.0,80.0,-60.0,45.664577
50.0,80.0,-60.0,45.674297
55.0,80.0,-60.0,45.687855
60.0,80.0,-60.0,45.694283
65.0,80.0,-60.0,45.692684
70.0,80.0,-60.0,45.711082
75.0,80.0,-60.0,45.73747
80.0,80.0,-60.0,45.747177
85.0,80.0,-60.0,46.392105
-85.0,85.0,-60.0,46.25141
-80.0,85.0,-60.0,46.16034
-75.0,85.0,-60.0,46.057407
-70.0,85.0,-60.0,45.97376
-65.0,85.0,-60.0,45.916393
-60.0,85.0,-60.0,45.861084
-55.0,85.0,-60.0,45.847393
-50.0,85.0,-60.0,45.814037
-45.0,85.0,-60.0,45.794693
-40.0,85.0,-60.0,45.76767
-35.0,85.0,-60.0,45.748333
-30.0,85.0,-60.0,45.728195
-25.0,85.0,-60.0,45.698956
-20.0,85.0,-60.0,45.68545
-15.0,85.0,-60.0,45.675457
-10.0,85.0,-60.0,45.6606
-5.0,85.0,-60.0,45.657257
0.0,85.0,-60.0,45.64394
5.0,85.0,-60.0,45.64891
10.0,85.0,-60.0,45.64528
15.0,85.0,-60.0,45.640385
20.0,85.0,-60.0,45.643673
25.0,85.0,-60.0,45.646275
30.0,85.0,-60.0,45.643456
35.0,85.0,-60.0,45.64949
40.0,85.0,-60.0,45.646053
45.0,85.0,-60.0,45.64419
50.0,85.0,-60.0,45.654053
55.0,85.0,-60.0,45.661118
60.0,85.0,-60.0,45.667667
65.0,85.0,-60.0,45.67299
70.0,85.0,-60.0,45.690365
75.0,85.0,-60.0,45.72451
80.0,85.0,-60.0,45.73955
85.0,85.0,-60.0,46.410507
-85.0,-85.0,-55.0,46.40294
-80.0,-85.0,-55.0,46.295742
-75.0,-85.0,-55.0,46.192726
-70.0,-85.0,-55.0,46.099598
-65.0,-85.0,-55.0,46.035336
-60.0,-85.0,-55.0,45.989044
-55.0,-85.0,-55.0,45.937992
-50.0,-85.0,-55.0,45.90924
-45.0,-85.0,-55.0,45.874237
-40.0,-85.0,-55.0,45.84465
-35.0,-85.0,-55.0,45.813988
-30.0,-85.0,-55.0,45.78366
-25.0,-85.0,-55.0,45.753433
-20.0,-85.0,-55.0,45.714867
-15.0,-85.0,-55.0,45.69657
-10.0,-85.0,-55.0,45.687885
-5.0,-85.0,-55.0,45.66799
0.0,-85.0,-55.0,45.660446
5.0,-85.0,-55.0,45.64918
10.0,-85.0,-55.0,45.638412
15.0,-85.0,-55.0,45.628212
20.0,-85.0,-55.0,45.645687
25.0,-85.0,-55.0,45.63328
30.0,-85.0,-55.0,45.646267
35.0,-85.0,-55.0,45.634125
40.0,-85.0,-55.0,45.638157
45.0,-85.0,-55.0,45.622776
50.0,-85.0,-55.0,45.641197
55.0,-85.0,-55.0,45.64006
60.0,-85.0,-55.0,45.655846
65.0,-85.0,-55.0,45.678017
70.0,-85.0,-55.0,45.68751
75.0,-85.0,-55.0,45.704754
80.0,-85.0,-55.0,45.412853
85.0,-85.0,-55.0,45.39982
-85.0,-80.0,-55.0,46.39845
-80.0,-80.0,-55.0,46.28132
-75.0,-80.0,-55.0,46.18849
-70.0,-80.0,-55.0,46.10932
-65.0,-80.0,-55.0,46.050224
-60.0,-80.0,-55.0,46.0005
-55.0,-80.0,-55.0,45.941788
-50.0,-80.0,-55.0,45.92754
-45.0,-80.0,-55.0,45.885326
-40.0,-80.0,-55.0,45.86712
-35.0,-80.0,-55.0,45.84337
-30.0,-80.0,-55.0,45.805042
-25.0,-80.0,-55.0,45.78557
-20.0,-80.0,-55.0,45.73632
-15.0,-80.0,-55.0,45.714165
-10.0,-80.0,-55.0,45.709194
-5.0,-80.0,-55.0,45.7075
0.0,-80.0,-55.0,45.684986
5.0,-80.0,-55.0,45.674072
10.0,-80.0,-55.0,45.657677
15.0,-80.0,-55.0,45.673065
20.0,-80.0,-55.0,45.66469
25.0,-80.0,-55.0,45.65686
30.0,-80.0,-55.0,45.655907
35.0,-80.0,-55.0,45.66238
40.0,-80.0,-55.0,45.662567
45.0,-80.0,-55.0,45.648136
50.0,-80.0,-55.0,45.649944
55.0,-80.0,-55.0,45.65908
60.0,-80.0,-55.0,45.67637
65.0,-80.0,-55.0,45.687706
70.0,-80.0,-55.0,45.700706
75.0,-80.0,-55.0,45.724163
80.0,-80.0,-55.0,45.477074
85.0,-80.0,-55.0,45.492188
-85.0,-75.0,-55.0,46.38342
-80.0,-75.0,-55.0,46.264656
-75.0,-75.0,-55.0,46.18132
-70.0,-75.0,-55.0,46.10472
-65.0,-75.0,-55.0,46.05131
-60.0,-75.0,-55.0,46.00343
-55.0,-75.0,-55.0,45.9522
-50.0,-75.0,-55.0,45.94874
-45.0,-75.0,-55.0,45.908913
-40.0,-75.0,-55.0,45.890797
-35.0,-75.0,-55.0,45.85615
-30.0,-75.0,-55.0,45.820354
-25.0,-75.0,-55.0,45.806538
-20.0,-75.0,-55.0,45.759327
-15.0,-75.0,-55.0,45.740616
-10.0,-75.0,-55.0,45.738415
-5.0,-75.0,-55.0,45.72972
0.0,-75.0,-55.0,45.713528
5.0,-75.0,-55.0,45.708393
10.0,-75.0,-55.0,45.69251
15.0,-75.0,-55.0,45.68467
20.0,-75.0,-55.0,45.70856
25.0,-75.0,-55.0,45.686962
30.0,-75.0,-55.0,45.685314
35.0,-75.0,-55.0,45.68424
40.0,-75.0,-55.0,45.6833
45.0,-75.0,-55.0,45.683044
50.0,-75.0,-55.0,45.677937
55.0,-75.0,-55.0,45.685974
60.0,-75.0,-55.0,45.69065
65.0,-75.0,-55.0,45.70323
70.0,-75.0,-55.0,45.71775
75.0,-75.0,-55.0,45.723812
80.0,-75.0,-55.0,45.496834
85.0,-75.0,-55.0,45.515682
-85.0,-70.0,-55.0,46.38267
-80.0,-70.0,-55.0,46.252277
-75.0,-70.0,-55.0,46.18005
-70.0,-70.0,-55.0,46.105316
-65.0,-70.0,-55.0,46.065365
-60.0,-70.0,-55.0,46.019596
-55.0,-70.0,-55.0,45.96756
-50.0,-70.0,-55.0,45.966698
-45.0,-70.0,-55.0,45.920216
-40.0,-70.0,-55.0,45.904278
-35.0,-70.0,-55.0,45.867065
-30.0,-70.0,-55.0,45.838924
-25.0,-70.0,-55.0,45.82254
-20.0,-70.0,-55.0,45.786144
-15.0,-70.0,-55.0,45.76697
-10.0,-70.0,-55.0,45.75922
-5.0,-70.0,-55.0,45.748924
0.0,-70.0,-55.0,45.748657
5.0,-70.0,-55.0,45.730946
10.0,-70.0,-55.0,45.71706
15.0,-70.0,-55.0,45.709114
20.0,-70.0,-55.0,45.730312
25.0,-70.0,-55.0,45.707924
30.0,-70.0,-55.0,45.711002
35.0,-70.0,-55.0,45.716625
40.0,-70.0,-55.0,45.69876
45.0,-70.0,-55.0,45.703213
50.0,-70.0,-55.0,45.70807
55.0,-70.0,-55.0,45.71102
60.0,-70.0,-55.0,45.710464
65.0,-70.0,-55.0,45.722385
70.0,-70.0,-55.0,45.749207
75.0,-70.0,-55.0,45.75213
80.0,-70.0,-55.0,45.54795
85.0,-70.0,-55.0,45.56689
-85.0,-65.0,-55.0,46.350674
-80.0,-65.0,-55.0,46.259663
-75.0,-65.0,-55.0,46.17675
-70.0,-65.0,-55.0,46.101665
-65.0,-65.0,-55.0,46.08125
-60.0,-65.0,-55.0,46.023922
-55.0,-65.0,-55.0,45.98901
-50.0,-65.0,-55.0,45.96214
-45.0,-65.0,-55.0,45.938175
-40.0,-65.0,-55.0,45.923416
-35.0,-65.0,-55.0,45.883343
-30.0,-65.0,-55.0,45.864765
-25.0,-65.0,-55.0,45.848
-20.0,-65.0,-55.0,45.80789
-15.0,-65.0,-55.0,45.78508
-10.0,-65.0,-55.0,45.779663
-5.0,-65.0,-55.0,45.769337
0.0,-65.0,-55.0,45.762123
5.0,-65.0,-55.0,45.746998
10.0,-65.0,-55.0,45.740337
15.0,-65.0,-55.0,45.739082
20.0,-65.0,-55.0,45.75066
25.0,-65.0,-55.0,45.73393
30.0,-65.0,-55.0,45.734898
35.0,-65.0,-55.0,45.734512
40.0,-65.0,-55.0,45.72266
45.0,-65.0,-55.0,45.7278
50.0,-65.0,-55.0,45.708897
55.0,-65.0,-55.0,45.720882
60.0,-65.0,-55.0,45.72557
65.0,-65.0,-55.0,45.74427
70.0,-65.0,-55.0,45.760326
75.0,-65.0,-55.0,45.762108
80.0,-65.0,-55.0,45.621166
85.0,-65.0,-55.0,45.613064
-85.0,-60.0,-55.0,46.357388
-80.0,-60.0,-55.0,46.253876
-75.0,-60.0,-55.0,46.181202
-70.0,-60.0,-55.0,46.108498
-65.0,-60.0,-55.0,46.071068
-60.0,-60.0,-55.0,46.0324
-55.0,-60.0,-55.0,46.002296
-50.0,-60.0,-55.0,45.982136
-45.0,-60.0,-55.0,45.953976
-40.0,-60.0,-55.0,45.93665
-35.0,-60.0,-55.0,45.907566
-30.0,-60.0,-55.0,45.873714
-25.0,-60.0,-55.0,45.867218
-20.0,-60.0,-55.0,45.83062
-15.0,-60.0,-55.0,45.806
-10.0,-60.0,-55.0,45.796215
-5.0,-60.0,-55.0,45.780125
0.0,-60.0,-55.0,45.77635
5.0,-60.0,-55.0,45.77358
10.0,-60.0,-55.0,45.769543
15.0,-60.0,-55.0,45.751377
20.0,-60.0,-55.0,45.760105
25.0,-60.0,-55.0,45.75483
30.0,-60.0,-55.0,45.7523
35.0,-60.0,-55.0,45.75948
40.0,-60.0,-55.0,45.74531
45.0,-60.0,-55.0,45.748783
50.0,-60.0,-55.0,45.7351
55.0,-60.0,-55.0,45.750576
60.0,-60.0,-55.0,45.738754
65.0,-60.0,-55.0,45.752075
70.0,-60.0,-55.0,45.775265
75.0,-60.0,-55.0,45.774853
80.0,-60.0,-55.0,45.662476
85.0,-60.0,-55.0,45.68687
-85.0,-55.0,-55.0,46.341915
-80.0,-55.0,-55.0,46.246235
-75.0,-55.0,-55.0,46.179928
-70.0,-55.0,-55.0,46.12181
-65.0,-55.0,-55.0,46.081024
-60.0,-55.0,-55.0,46.037983
-55.0,-55.0,-55.0,46.002464
-50.0,-55.0,-55.0,45.993183
-45.0,-55.0,-55.0,45.961105
-40.0,-55.0,-55.0,45.949486
-35.0,-55.0,-55.0,45.91835
-30.0,-55.0,-55.0,45.900497
-25.0,-55.0,-55.0,45.87902
-20.0,-55.0,-55.0,45.846252
-15.0,-55.0,-55.0,45.831215
-10.0,-55.0,-55.0,45.819805
-5.0,-55.0,-55.0,45.795315
0.0,-55.0,-55.0,45.79368
5.0,-55.0,-55.0,45.78886
10.0,-55.0,-55.0,45.78421
15.0,-55.0,-55.0,45.758156
20.0,-55.0,-55.0,45.77283
25.0,-55.0,-55.0,45.77211
30.0,-55.0,-55.0,45.766285
35.0,-55.0,-55.0,45.77223
40.0,-55.0,-55.0,45.767513
45.0,-55.0,-55.0,45.768936
50.0,-55.0,-55.0,45.744564
55.0,-55.0,-55.0,45.772575
60.0,-55.0,-55.0,45.78303
65.0,-55.0,-55.0,45.773277
70.0,-55.0,-55.0,45.788177
75.0,-55.0,-55.0,45.788177
80.0,-55.0,-55.0,45.697975
85.0,-55.0,-55.0,45.726685
-85.0,-50.0,-55.0,46.340267
-80.0,-50.0,-55.0,46.243153
-75.0,-50.0,-55.0,46.185337
-70.0,-50.0,-55.0,46.12294
-65.0,-50.0,-55.0,46.083878
-60.0,-50.0,-55.0,46.05539
-55.0,-50.0,-55.0,46.01778
-50.0,-50.0,-55.0,46.00878
-45.0,-50.0,-55.0,45.980877
-40.0,-50.0,-55.0,45.96856
-35.0,-50.0,-55.0,45.92909
-30.0,-50.0,-55.0,45.9102
-25.0,-50.0,-55.0,45.88765
-20.0,-50.0,-55.0,45.864994
-15.0,-50.0,-55.0,45.845463
-10.0,-50.0,-55.0,45.824112
-5.0,-50.0,-55.0,45.832314
0.0,-50.0,-55.0,45.809273
5.0,-50.0,-55.0,45.800434
10.0,-50.0,-55.0,45.793545
15.0,-50.0,-55.0,45.79175
20.0,-50.0,-55.0,45.802944
25.0,-50.0,-55.0,45.791645
30.0,-50.0,-55.0,45.786182
35.0,-50.0,-55.0,45.78749
40.0,-50.0,-55.0,45.777958
45.0,-50.0,-55.0,45.7944
50.0,-50.0,-55.0,45.76329
55.0,-50.0,-55.0,45.777367
60.0,-50.0,-55.0,45.78196
65.0,-50.0,-55.0,45.787792
70.0,-50.0,-55.0,45.814697
75.0,-50.0,-55.0,45.813835
80.0,-50.0,-55.0,45.767223
85.0,-50.0,-55.0,45.798244
-85.0,-45.0,-55.0,46.312115
-80.0,-45.0,-55.0,46.243
-75.0,-45.0,-55.0,46.17173
-70.0,-45.0,-55.0,46.12825
-65.0,-45.0,-55.0,46.09164
-60.0,-45.0,-55.0,46.06052
-55.0,-45.0,-55.0,46.03729
-50.0,-45.0,-55.0,46.010036
-45.0,-45.0,-55.0,45.995754
-40.0,-45.0,-55.0,45.97943
-35.0,-45.0,-55.0,45.94793
-30.0,-45.0,-55.0,45.92752
-25.0,-45.0,-55.0,45.903423
-20.0,-45.0,-55.0,45.87545
-15.0,-45.0,-55.0,45.86405
-10.0,-45.0,-55.0,45.84774
-5.0,-45.0,-55.0,45.840492
0.0,-45.0,-55.0,45.837593
5.0,-45.0,-55.0,45.82547
10.0,-45.0,-55.0,45.809254
15.0,-45.0,-55.0,45.803616
20.0,-45.0,-55.0,45.816814
25.0,-45.0,-55.0,45.816822
30.0,-45.0,-55.0,45.80098
35.0,-45.0,-55.0,45.80873
40.0,-45.0,-55.0,45.806347
45.0,-45.0,-55.0,45.802124
50.0,-45.0,-55.0,45.790665
55.0,-45.0,-55.0,45.801098
60.0,-45.0,-55.0,45.80077
65.0,-45.0,-55.0,45.80854
70.0,-45.0,-55.0,45.820324
75.0,-45.0,-55.0,45.825336
80.0,-45.0,-55.0,45.81166
85.0,-45.0,-55.0,45.846886
-85.0,-40.0,-55.0,46.330906
-80.0,-40.0,-55.0,46.243668
-75.0,-40.0,-55.0,46.19276
-70.0,-40.0,-55.0,46.137486
-65.0,-40.0,-55.0,46.094994
-60.0,-40.0,-55.0,46.07712
-55.0,-40.0,-55.0,46.035862
-50.0,-40.0,-55.0,46.017822
-45.0,-40.0,-55.0,45.998863
-40.0,-40.0,-55.0,45.987785
-35.0,-40.0,-55.0,45.95941
-30.0,-40.0,-55.0,45.944927
-25.0,-40.0,-55.0,45.917233
-20.0,-40.0,-55.0,45.89746
-15.0,-40.0,-55.0,45.865116
-10.0,-40.0,-55.0,45.857502
-5.0,-40.0,-55.0,45.85657
0.0,-40.0,-55.0,45.840687
5.0,-40.0,-55.0,45.840244
10.0,-40.0,-55.0,45.83237
15.0,-40.0,-55.0,45.81259
20.0,-40.0,-55.0,45.824577
25.0,-40.0,-55.0,45.831318
30.0,-40.0,-55.0,45.824684
35.0,-40.0,-55.0,45.82498
40.0,-40.0,-55.0,45.812634
45.0,-40.0,-55.0,45.818924
50.0,-40.0,-55.0,45.80457
55.0,-40.0,-55.0,45.82701
60.0,-40.0,-55.0,45.81157
65.0,-40.0,-55.0,45.82112
70.0,-40.0,-55.0,45.82578
75.0,-40.0,-55.0,45.825104
80.0,-40.0,-55.0,45.866367
85.0,-40.0,-55.0,45.91043
-85.0,-35.0,-55.0,46.322342
-80.0,-35.0,-55.0,46.227116
-75.0,-35.0,-55.0,46.187954
-70.0,-35.0,-55.0,46.128315
-65.0,-35.0,-55.0,46.096825
-60.0,-35.0,-55.0,46.08048
-55.0,-35.0,-55.0,46.045456
-50.0,-35.0,-55.0,46.03043
-45.0,-35.0,-55.0,46.01181
-40.0,-35.0,-55.0,45.990993
-35.0,-35.0,-55.0,45.976547
-30.0,-35.0,-55.0,45.95183
-25.0,-35.0,-55.0,45.931534
-20.0,-35.0,-55.0,45.902336
-15.0,-35.0,-55.0,45.88589
-10.0,-35.0,-55.0,45.875977
-5.0,-35.0,-55.0,45.862934
0.0,-35.0,-55.0,45.850178
5.0,-35.0,-55.0,45.837498
10.0,-35.0,-55.0,45.835953
15.0,-35.0,-55.0,45.821995
20.0,-35.0,-55.0,45.84787
25.0,-35.0,-55.0,45.843502
30.0,-35.0,-55.0,45.829044
35.0,-35.0,-55.0,45.83631
40.0,-35.0,-55.0,45.82905
45.0,-35.0,-55.0,45.827755
50.0,-35.0,-55.0,45.816223
55.0,-35.0,-55.0,45.828964
60.0,-35.0,-55.0,45.825726
65.0,-35.0,-55.0,45.842377
70.0,-35.0,-55.0,45.8388
75.0,-35.0,-55.0,45.849365
80.0,-35.0,-55.0,45.92443
85.0,-35.0,-55.0,45.95048
-85.0,-30.0,-55.0,46.315643
-80.0,-30.0,-55.0,46.233692
-75.0,-30.0,-55.0,46.1983
-70.0,-30.0,-55.0,46.14154
-65.0,-30.0,-55.0,46.0976
-60.0,-30.0,-55.0,46.08057
-55.0,-30.0,-55.0,46.05514
-50.0,-30.0,-55.0,46.034653
-45.0,-30.0,-55.0,46.024364
-40.0,-30.0,-55.0,46.010933
-35.0,-30.0,-55.0,45.982815
-30.0,-30.0,-55.0,45.957478
-25.0,-30.0,-55.0,45.932587
-20.0,-30.0,-55.0,45.922943
-15.0,-30.0,-55.0,45.88726
-10.0,-30.0,-55.0,45.881783
-5.0,-30.0,-55.0,45.873802
0.0,-30.0,-55.0,45.866898
5.0,-30.0,-55.0,45.856956
10.0,-30.0,-55.0,45.84875
15.0,-30.0,-55.0,45.832073
20.0,-30.0,-55.0,45.84866
25.0,-30.0,-55.0,45.853237
30.0,-30.0,-55.0,45.84234
35.0,-30.0,-55.0,45.84695
40.0,-30.0,-55.0,45.84835
45.0,-30.0,-55.0,45.838394
50.0,-30.0,-55.0,45.82757
55.0,-30.0,-55.0,45.8391
60.0,-30.0,-55.0,45.845528
65.0,-30.0,-55.0,45.846226
70.0,-30.0,-55.0,45.83955
75.0,-30.0,-55.0,45.855297
80.0,-30.0,-55.0,45.97412
85.0,-30.0,-55.0,46.016857
-85.0,-25.0,-55.0,46.31782
-80.0,-25.0,-55.0,46.245106
-75.0,-25.0,-55.0,46.19684
-70.0,-25.0,-55.0,46.12857
-65.0,-25.0,-55.0,46.11121
-60.0,-25.0,-55.0,46.08131
-55.0,-25.0,-55.0,46.06259
-50.0,-25.0,-55.0,46.03669
-45.0,-25.0,-55.0,46.018764
-40.0,-25.0,-55.0,46.013004
-35.0,-25.0,-55.0,45.992714
-30.0,-25.0,-55.0,45.95935
-25.0,-25.0,-55.0,45.93915
-20.0,-25.0,-55.0,45.921314
-15.0,-25.0,-55.0,45.892857
-10.0,-25.0,-55.0,45.891655
-5.0,-25.0,-55.0,45.877132
0.0,-25.0,-55.0,45.876984
5.0,-25.0,-55.0,45.870865
10.0,-25.0,-55.0,45.850307
15.0,-25.0,-55.0,45.846783
20.0,-25.0,-55.0,45.866653
25.0,-25.0,-55.0,45.852787
30.0,-25.0,-55.0,45.86854
35.0,-25.0,-55.0,45.85461
40.0,-25.0,-55.0,45.845768
45.0,-25.0,-55.0,45.839546
50.0,-25.0,-55.0,45.84723
55.0,-25.0,-55.0,45.849438
60.0,-25.0,-55.0,45.858418
65.0,-25.0,-55.0,45.85523
70.0,-25.0,-55.0,45.84279
75.0,-25.0,-55.0,45.870213
80.0,-25.0,-55.0,45.883717
85.0,-25.0,-55.0,46.070942
-85.0,-20.0,-55.0,46.307854
-80.0,-20.0,-55.0,46.241886
-75.0,-20.0,-55.0,46.18472
-70.0,-20.0,-55.0,46.130505
-65.0,-20.0,-55.0,46.111717
-60.0,-20.0,-55.0,46.080788
-55.0,-20.0,-55.0,46.050716
-50.0,-20.0,-55.0,46.04254
-45.0,-20.0,-55.0,46.031822
-40.0,-20.0,-55.0,46.02642
-35.0,-20.0,-55.0,46.004196
-30.0,-20.0,-55.0,45.958332
-25.0,-20.0,-55.0,45.94196
-20.0,-20.0,-55.0,45.925034
-15.0,-20.0,-55.0,45.906536
-10.0,-20.0,-55.0,45.90438
-5.0,-20.0,-55.0,45.89608
0.0,-20.0,-55.0,45.884876
5.0,-20.0,-55.0,45.871284
10.0,-20.0,-55.0,45.867115
15.0,-20.0,-55.0,45.855095
20.0,-20.0,-55.0,45.87127
25.0,-20.0,-55.0,45.867577
30.0,-20.0,-55.0,45.86877
35.0,-20.0,-55.0,45.86297
40.0,-20.0,-55.0,45.860073
45.0,-20.0,-55.0,45.84884
50.0,-20.0,-55.0,45.83947
55.0,-20.0,-55.0,45.856438
60.0,-20.0,-55.0,45.848206
65.0,-20.0,-55.0,45.858223
70.0,-20.0,-55.0,45.85225
75.0,-20.0,-55.0,45.880806
